IPC主分类,发明名称,摘要
G09G3/36  ,显示面板及其驱动方法、驱动电路以及显示设备 [发明],本申请提供一种显示面板及其驱动方法、驱动电路以及显示设备，涉及显示技术领域，显示面板包括多个传输通道和多个像素，驱动方法包括：响应于显示控制信号，确定参考起始时间，所述参考起始时间是相邻的上一个驱动信号的输出时刻；基于所述参考起始时间和预设延时参数控制所述显示面板的目标传输通道组输出驱动信号，所述驱动信号的输出时刻为所述参考起始时间加上所述预设延时参数，所述驱动信号用于驱动所述多个像素显示，所述目标传输通道组包括所述多个传输通道中的至少一个。本申请可以提高显示面板的抗干扰能力。
G09G3/34  ,基于LCD显示屏的显示亮度自动调节方法及系统 [发明],本发明涉及亮度调节领域，涉及一种基于LCD显示屏的显示亮度自动调节方法，包括：从视觉测试数据集中提取出测试行为数据集，将测试行为数据集特征聚类成测试用户特征类集；根据测试用户特征类集将视觉测试数据集更新成标准测试数据集，从标准测试数据集中分别提取出测试变量数据集和评价语义集；将评价语义集舒适度编码成舒适度集，根据测试变量数据集和评价语义集将预设的显示分析模型训练成显示舒适度模型；利用显示舒适度模型根据实时环境参数和用户行为埋点计算出实时调控数据，根据实时调控数据对LCD显示屏进行亮度调节。本发明还提出一种基于LCD显示屏的显示亮度自动调节系统。本发明可以提高LCD屏亮度自动调节的灵活性。
G09G5/10  ,一种智能家居控制设备及屏幕亮度自适应调节方法、介质 [发明],本申请公开了一种智能家居控制设备及屏幕亮度自适应调节方法、介质，本申请上述方案首先通过确定对设备所处当前环境光照强度具有影响的目标光源集，及确定所述目标光源集中各目标光源对当前光照强度的影响值，进而通过各目标光源的光色信息矫正当前环境的光照强度，并根据所述矫正光照强度调节所述控制设备屏幕的亮度，使得可控制设备的亮度不仅可以适应当前的照光照强度，也能适应当前环境室内光源的光色，进而使得屏幕亮度与当前环境更加匹配，从而提高了用户的视觉体验。
G09G3/32  ,一种LED显示屏模块拼接控制系统 [发明],本发明涉及LED显示屏模块拼接控制领域，具体公开一种LED显示屏模块拼接控制系统，本发明通过从LED显示屏特征、显示内容类型、环境亮度、观看距离和应用场景等多个维度综合评估LED显示屏的适宜显示参数，并进行设置，确保拼接后显示屏的显示效果达到最佳，从而保障拼接屏的显示画面质量和观众的视觉体验感；通过获取拼接屏中各LED显示屏中各项显示参数的观测值，判断拼接屏中各LED显示屏的各项显示参数是否需要调节，并获取显示参数的校正方向和校正量，进行调试，通过对拼接屏的实际显示效果进行监测，进而对LED显示屏的显示参数进行自适应调整，以获得更好的显示效果，从而提高观看体验。
G09G3/34  ,一种新型特种显示器背光源驱动控制原理 [发明],本发明公开了一种新型特种显示器背光源驱动控制原理，涉及显示器加工技术领域，包括背光源驱动控制模块、电流采集芯片U4和单片机MCU，所述背光源驱动控制模块分别与电压输入端、单片机MCU、LED输出正极和LED输出负极连接，所述背光源驱动控制模块包括恒流控制芯片U3，所述电流采集芯片U4与LED输入正极、LED输入负极和单片机MCU连接，本发明可感知外部的电磁或电气对背光输出电压产生的干扰，进而通过采集到异常被干扰的背光源输出电流后对给恒流控制芯片的PWM进行校正优化，使得显示器具备感知外部背光源干扰反馈的功能，并且进一步优化了亮度调节曲线，使背光源亮度均匀稳定。
G09G3/36  ,公共电压带载模拟电路及显示装置 [发明],本申请提供了一种公共电压带载模拟电路及显示装置，该带载模拟电路包括被测电路单元、负载模拟电路单元和辅助电路单元，负载模拟电路单元包括信号发生器、放大电路和阻容串联电路，阻容串联电路可以将负载模拟电路的输出电压中的交流成分完全滤出到被测电路单元的输入端，再叠加上辅助电路单元输出至被测电路单元的输入端的直流成分，可以使得被测电路单元的输入端的电压与负载模拟电路的输出电压一致，不会产生衰减，如此可以提高测量被测运算放大器的补偿效果的准确性，以便于筛选出补偿能力一致的运算放大器，从而可以提高使用同规格不同厂家生产的运算放大器的液晶显示面板显示效果的一致性。
G09G3/00  ,一种频闪检测方法及电子设备 [发明],本申请提供一种频闪检测方法及电子设备，涉及计算机技术领域，可以解决衡量显示设备的频闪强度时，存在的局限性和不准确性的问题。具体方案为：显示设备在显示的过程中，产生第一脉冲信号和第二脉冲信号。电子设备获取N个采样周期内、第一脉冲信号随时间变化的第一波形曲线，以及第二脉冲信号随之间变化的第二波形曲线；并采集第一波形曲线对应的第一波形数据，以及第二波形曲线对应的第二波形数据，从而基于第一波形数据和第二波形数据，确定频闪指数，以表征显示设备的频闪强度。
G09G3/20  ,显示数据补偿方法、装置、电子设备及存储介质 [发明],本申请提供一种显示数据补偿方法、装置、电子设备及存储介质，通过确定待显示图像的图像显示数据以及显示分辨率；根据显示分辨率，对所述图像显示数据进行分块；根据每一块显示数据中的不同像素点之间的离散程度，确定与所述块显示数据对应的demura运算精度；基于与每一块显示数据对应的demura运算精度，对图像显示数据进行demura补偿。该显示数据补偿方法根据实际的块显示数据中的不同像素点之间的离散程度，选择相应的demura运算精度，对该块显示数据进行demura补偿，可以在保证较优的显示效果的同时，降低demura补偿功耗。
G09G3/00  ,一种液晶显示器质量监测系统及方法 [发明],本发明公开了一种液晶显示器质量监测系统及方法，具体涉及数据分析领域，包括显示器标记模块、数据采集模块、数据分析模块、异常指数计算模块、质量评估模块以及反馈和改进模块。本发明通过显示器标记模块按照不同型号划分的方式将液晶显示器划分为各监测产品并编号，通过数据采集模块利用智能传感器对各监测产品的质量监测数据进行采集，通过数据分析模块对数据采集模块传输的数据进行分析，通过异常指数计算模块计算出显示器的异常指数，通过质量评估模块对液晶显示器质量进行评估，通过反馈和改进模块根据质量评估的结果将问题反馈给生产商或用户，并建议进行相应的改进，同时根据分析结果，对生产过程或产品设计进行优化。
G09G3/20  ,驱动电路及其制造方法以及显示面板 [发明],本申请公开了一种驱动电路及其制造方法以及显示面板。驱动电路包括多个级联的驱动单元、起始信号线以及n条时钟信号线，n为大于1的整数；驱动电路设置有第一截断点、第一焊接点以及多个第二焊接点；第一截断点截断第一级驱动单元与第a时钟信号线的连接，a＜n；第一焊接点连接起始信号线与第一级驱动单元；多个第二焊接点分别连接第一级驱动单元与第二级驱动单元、第三级驱动单元以及第四级驱动单元，从而连接起始信号线与第二级驱动单元、第三级驱动单元以及第四级驱动单元。
G09G3/36  ,显示面板及影像显示方法 [发明],一种影像显示方法，包含：通过驱动电路及多个数据缓存器，根据第一驱动讯号设定多个像素单元中第一排的多个第一驱动电压；以及通过驱动电路及该多个数据缓存器，根据第二驱动讯号，设定该多个像素单元中第二排的多个第二驱动电压。设定该多个像素单元中该第二排的该多个第二驱动电压的方法包含：当该多个第二驱动电压的其中一者与该多个第一驱动电压的其中一者相同，且皆对应于该多个数据缓存器的同一者时，禁能该多个数据缓存器的同一者的输入端，以使该多个数据缓存器的同一者维持该多个第一驱动电压的其中一者，以作为该多个第二驱动电压的其中一者。
G09G5/10  ,屏幕亮度的调节方法、装置及设备 [发明],本申请公开了一种屏幕亮度的调节方法、装置及设备，属于计算机技术领域。屏幕亮度的调节方法应用于包括光敏传感器的电子设备，光敏传感器设置于电子设备的显示屏幕的下方。屏幕亮度的调节方法包括：获取显示屏幕的显示参数和光敏传感器的第一亮度采集值，第一亮度采集值与显示参数相关联；根据显示参数中第一屏幕亮度值所属的亮度区间，确定显示屏幕在第一亮度区间的第一背光亮度值；根据显示参数以及与第一背光亮度值对应的第二屏幕亮度值，对第一背光亮度值进行补偿，得到显示屏幕在显示参数下的第二背光亮度值；根据第一亮度采集值和第二背光亮度值，调节显示屏幕的亮度。
G09G3/32  ,微发光二极管显示器及其操作方法 [发明],"一种微发光二极管显示器及其操作方法，微发光二极管显示器包含第一LED子像素、第二LED子像素、第三LED子像素以及第四LED子像素。第一LED子像素配置以发出红光。第二LED子像素配置以发出绿光。第三LED子像素配置以发出蓝光。第四LED子像素配置以发出黄光，其中第四LED子像素所发出的黄光有峰值波长，满足：λ＆lt;subgt;p,Yellow,lower_limit＆lt;/subgt;＆lt;λ＆lt;subgt;p＆lt;/subgt;。其中λ＆lt;subgt;p,Yellow,lower_limit＆lt;/subgt;为黄光的峰值波长的下限，λ＆lt;subgt;p＆lt;/subgt;为黄光的峰值波长，黄光的峰值波长的下限为第三LED子像素所发出的蓝光在国际照明委员会(CIE)1931色度图上对应的蓝光点与白平衡光点的连线其与CIE 1931色度图的光谱轨迹的交点的波长值，且交点的波长值在560纳米至580纳米范围中。"
G02F1/13  ,显示校准方法、显示校准装置以及显示校准系统 [发明],本公开提供了一种显示校准方法、显示校准装置以及显示校准系统，属于显示技术领域，旨在提高防窥精确性，所述显示校准方法，应用于显示设备，主要用于对目标屏幕的防窥区域进行校准，显示设备包括贴合在显示屏上的防窥膜以及位于防窥膜背离显示屏一侧的防窥屏，防窥膜覆盖显示屏的部分区域；该方法包括：初始化目标屏幕上与目标显示信息对应的防窥区域；其中，目标显示信息用于控制防窥区域的显示，以在防窥区域实现防窥；采集防窥区域的第一位置信息，以及防窥膜在目标屏幕上的正投影区域的第二位置信息；基于第一位置信息和第二位置信息，对防窥区域的位置进行调整，以使防窥膜在目标平面上的正投影与防窥区域重叠。
G02F1/1362  ,阵列基板及显示面板 [发明],本发明公开了一种阵列基板及显示面板。阵列基板包括阵列排布的多个像素，同一列的所述像素的颜色相同，相邻两列的所述像素的颜色不相同。所述阵列基板还包括至少一组栅极线和至少一组数据线。每一组所述栅极线用于驱动一行所述像素。每一组所述数据线包括多根数据线，每根数据线用于驱动多列相同颜色的像素。每一根数据线驱动的多列相同颜色的像素。在数据线分时驱动多列像素的时候，前一列像素和后一列像素的颜色是相同的，前一列像素的驱动电压和后一列像素的驱动电压也是相同的。即使数据线对前一列像素的驱动电压作用于后一列像素，后一列像素显示的颜色也不会出现偏差。
G09G3/3225  ,像素电路、显示组件和电子设备 [发明],本申请公开了一种像素电路、显示组件和电子设备，属于电路技术领域。像素电路，包括：发光元件；开关组件，与发光元件连接，开关组件包括电容、驱动开关管和第一开关管，电容的第一端与驱动开关管的控制端连接，驱动开关管的第一端与第一开关管的第二端连接；控制模块，与开关组件连接，用于根据检测到的光强强度调整第一开关管的第一端、电容的第二端中至少一个端口的电压，以使第一开关管的第一端和电容的第二端的电压与检测到的光强成负相关。
G09G3/36  ,显示面板的驱动方法及显示装置 [发明],本申请公开了一种显示面板的驱动方法及显示装置，显示面板待显示的画面包括连续的第一初始画面和第二初始画面，驱动方法包括：获取第一刷新频率下第一初始画面的第一初始灰阶值；根据预设对照表获取与第一刷新频率和第一初始灰阶值对应的第一基准灰阶值；根据第一基准灰阶值驱动显示面板显示第一目标画面；获取第二刷新频率下第二初始画面的第二初始灰阶值；根据预设对照表获取与第二刷新频率和第二初始灰阶值对应的第二基准灰阶值；判断第一基准灰阶值和第二基准灰阶值的差值是否大于预设阈值；若差值大于预设阈值，则获取第一基准灰阶值和第二基准灰阶值对应的过驱动灰阶值；根据过驱动灰阶值驱动显示面板显示第二目标画面。
G09G3/3208  ,像素电路的电压驱动方法、装置、存储介质和电子设备 [发明],一种像素电路的电压驱动方法、驱动装置、存储介质和电子设备，该像素电路的电压驱动方法包括：接收输入到所述显示装置的显示亮度指令；根据所述显示亮度指令所指示的显示亮度值、预设的显示亮度值与第二驱动电压的电压值和初始电压的电压值之间的第一对应关系确定当前所述第二驱动电压的电压值和初始电压的电压值，其中，所述第一对应关系包括与至少两个DBV节点对应的显示亮度值、与第二驱动电压的电压值和初始电压的电压值之间的第二对应关系，以及与至少一个DBV子节点对应的显示亮度值与、第二驱动电压的电压值和初始电压的电压值之间的第三对应关系，所述DBV子节点为所述至少两个DBV节点中相邻两个DBV节点之间的DBV节点；不同子节点对应的压差相同。
G09G3/3208  ,像素电路的电压控制方法、装置、存储介质和显示装置 [发明],一种像素电路的电压控制方法、装置、存储介质和显示装置，该像素电路的电压控制方法包括获取所述显示装置的显示屏的当前温度；按照预设规则，根据所述当前温度确定所述当前的第二驱动电压的电压值；其中，所述预设规则为当保持所述第一驱动电压不变时，所述当前温度越高，所述当前的第二驱动电压的电压值的绝对值越大。
G09G3/20  ,一种超高清图像显示抖动补偿方法、系统及存储介质 [发明],本发明公开了一种超高清图像显示抖动补偿方法、系统及存储介质，属于图像处理技术领域，通过获取显示设备的第一位置信息和观看者头部的第二位置信息，确定显示设备和观看者头部之间的锚定信息；获取显示设备的显示参数信息和超高清图像的图像信息，基于锚定信息，将超高清图像显示在显示设备上；获取显示设备在第一时间内的第一抖动偏移数据和观看者头部的第二抖动偏移数据，基于第一抖动偏移数据和第二抖动偏移数据确定偏移差值数据；基于偏移差值数据对显示在显示设备上的超高清图像进行抖动补偿。通过锚定信息确定超高清图像的初始显示，基于显示设备和观看者头部之间的相对位移，确定抖动补偿方案，提高观看者在抖动状态时的观看效果。
G09G3/00  ,一种测试信号生成系统和面板检测设备 [发明],本发明提供一种测试信号生成系统和面板检测设备，属于面板测试领域；其中，所提供的测试信号生成系统包括：集成在一块芯片上的输入模块、主控模块、电源模块以及信号生成模块；输入模块，用于接收测试命令并将测试命令发送给主控模块；主控模块，与输入模块、电源模块和信号生成模块分别相连，用于根据接收到的测试命令生成电源控制指令和信号生成指令，分别控制电源模块和信号生成模块进行相应的操作；并用于系统总体调度和控制；电源模块，用于接收电源控制指令，以向待测试的显示装置提供测试所需的电源信号；信号生成模块，用于接收信号生成指令，以生成测试用的图像信号。本发明采用一个芯片完成图像信号和电源输出，无芯片交互延时。
G09G3/36  ,显示面板及其驱动方法、显示装置 [发明],提供了一种显示面板及其驱动方法、显示装置，属于显示技术领域。该显示面板包括与多组像素一一对应的多组多路复用器，每组像素包括多行多列个像素。其中，每组多路复用器分别与一条数据线，一组像素中的多列像素，以及与该多列像素一一对应多条选择开关线连接，并能够响应于多条选择开关线提供的选择开关信号控制一条数据线与多列像素的通断。因一条数据线能够通过多路复用器连接至多列像素，以向多列像素传输数据信号，故可以使得设置的数据线条数小于像素列数，进而可以使得提供数据信号的驱动电路所需设置的输出通道数量减少，简化结构，节省成本。
G09G3/00  ,一种显示器的坏点检测方法 [发明],本发明公开了一种显示器的坏点检测方法，具体涉及图像检测技术领域，包括检测区域划分、显示器图像信息采集、显示器亮度信息处理、显示器异常识别、显示器质量信息处理、显示器质量信息预警、显示器图像信息分析、显示器图像信息评估，本发明通过采集显示器屏幕区域各监测子区域的图像信息，计算得到像点亮度异常指数，并构建像点亮度数据集，进行分析后可以快速检测出像素点存在异常的区域，通过计算得到图像显示质量评估指数，可接受观看检测指数，分析得到显示器质量预警系数，及时发出预警信号，提高检测效率，通过分析得到显示效果综合评估系数，可以快速定位需要采取优先处理措施的区域。
G09G3/3225  ,像素电路及其控制方法和显示面板 [发明],本申请提供了一种像素电路及其控制方法和显示面板，涉及显示技术领域，改善了驱动模块的特性漂移现象。该像素电路包括：驱动模块，驱动模块的第一端连接第一电源信号线；第一存储模块，第一存储模块的第一极板连接驱动模块的控制端；第一开关模块，第一开关模块的第一端连接驱动模块，第一开关模块的控制端连接第一扫描信号线，第一开关模块的第二端连接第一参考电压信号线；第一开关模块至少用于在保持帧的非发光阶段将第一参考电压信号线中的第一参考电压信号传输至驱动模块，以使驱动模块导通，从而释放了驱动模块的应力，进而改善了驱动模块的特性漂移现象。
G09G3/36  ,显示面板和显示装置 [发明],本申请实施例公开一种显示面板和显示装置，包括多条数据线、多条扫描线以及多个子像素，多个子像素中包括第一子像素和第二子像素，第一子像素与第二子像素相邻设置于同一行且连接于同一条数据线。在一帧图像显示过程中，第一子像素接收第一数据信号，第二子像素接收第二数据信号，第一数据信号与第二数据信号的极性相反，其中，第一子像素经补偿调整后显示的灰阶小于或等于第一数据信号对应的灰阶，第二子像素经补偿调整后显示的灰阶与第二数据信号对应的灰阶的差值在预设范围之内，从而平衡第一子像素与第二子像素的亮度，消除了垂直亮暗线。
G09G3/00  ,阵列基板测试电路、方法、阵列基板及显示装置 [发明],"本发明涉及显示技术领域，特别公开了一种阵列基板测试电路、方法、阵列基板及显示装置，阵列基板测试电路包括N个测试子电路，测试子电路包括第一开关单元和第二开关单元，第一开关单元的第一端连接信号线，第一开关单元的第二端连接第二开关单元的第一端，第二开关单元的第二端连接测试线，第n个所述测试子电路中第一开关单元的控制端连接第n+1个测试子电路第一开关单元的第一端，其中，n＝1,2,3,...,N‑1，第N个测试子电路中所述第一开关单元的控制端连接第1个测试子电路第一开关单元的第一端；第奇数个测试子电路中的第二开关单元被配置为根据第一控制信号导通或断开；第偶数个测试子电路中的第二开关单元被配置为根据第二控制信号导通或断开。"
G09G3/32  ,一种LED屏显示校正方法及系统 [发明],本申请涉及屏显校正技术领域，公开了一种LED屏显示校正方法及系统，该方法在动态亮度值与目标亮度值的差值小于或等于预设亮度阈值时，通过亮度衰减值与亮度浮动值来进行亮度的自调节即可满足亮度校正需求，无需进行温控来进行亮度校正；而在动态亮度值与目标亮度值的差值大于预设亮度阈值时，仅需通过温度调节单元调节聚光元件的温度以校正LED屏显示亮度。也即，在至少部分情况下能够进行不消耗功率的亮度自调节，而在需要进行更大范围的亮度校正时，仅仅是通过调节聚光元件的温度来进行亮度校正，并不会提高LED发光元件的功率消耗，因此，本申请的亮度校正方法对LED屏的使用寿命影响较小。
G09G3/20  ,显示面板的驱动方法及显示装置 [发明],本申请公开了一种显示面板的驱动方法及显示装置，驱动方法包括获取待输入到显示面板的当前像素行的原始显示数据；在当前像素行为预设像素行时，根据预设补偿数据对当前像素行的原始显示数据进行补偿，并生成当前像素行的目标显示数据；在当前像素行的薄膜晶体管开启时，向当前像素行输入目标显示数据。通过在当前像素行为预设像素行时，根据预设补偿数据对当前像素行的原始显示数据进行补偿，并生成当前像素行的目标显示数据；在当前像素行的薄膜晶体管开启时，向当前像素行输入的目标显示数据，能够实现对当前像素行的补偿，从而调整像素行的亮度，改善显示面板的显示画面的亮暗线的问题。
G09G3/32  ,像素驱动电路及其驱动方法、显示面板 [发明],本发明提供了像素驱动电路及其驱动方法、显示面板，像素驱动电路包括用于响应第一控制信号以将第一电压信号传输至第一节点的第一节点控制单元、用于响应第二控制信号以使位数据信号控制第二节点的电位的存储单元(加载有电压值不等于第一电压信号的电压值的第三电压信号)、连接于第一节点与第二节点之间且用于响应第三控制信号以控制第一节点与第二节点之间的电性连通状态的第二节点控制单元、电性连接于发光元件和所述第一节点且用于响应传输至第一节点的电位以控制发光元件的开启状态的发光驱动单元，从而降低瞬态大电流产生的风险，以降低驱动芯片损坏的风险。
G09G5/10  ,显示器 [发明],一种显示器包含第一发光装置。第一发光装置包含第一开关和第二开关。第一开关用以依据第一时钟信号调整第一节点，第二开关用以依据第一电压信号产生第一发光信号，第二开关的控制端耦接第一节点，其中第一时钟信号在第一电压电平及第二电压电平之间切换，第一电压信号具有第三电压电平，以及第三电压电平大于第一电压电平及第二电压电平的一者并小于第一电压电平及第二电压电平的另一者。
G09G3/3225  ,显示控制方法及装置、显示模组 [发明],本公开实施例提供一种显示控制方法及装置、显示模组。显示控制方法应用于显示面板，显示面板包括显示区，显示区包括至少一个块区域，块区域设置有N行M列像素单元，方法包括：将块区域对应的待显示画面拆分为多个不相同的子画面，子画面对应块区域中的部分像素单元，每两个子画面对应的像素单元至少一个不相同；控制块区域在多个相邻帧依次显示多个不相同的子画面。本公开的技术方案，可以改善残像问题，改善画面的Mura问题。
G09G3/3258  ,像素电路、显示面板及像素电路的驱动方法 [发明],本申请实施例提供了一种像素电路、显示面板及像素电路的驱动方法，涉及显示技术领域。该像素电路包括驱动模块，驱动模块和发光元件串联连接于第一电源电压信号线和第二电源电压信号线之间，驱动模块用于驱动发光元件发光；偏置复位模块，偏置复位模块的第一端与驱动模块的第一端电连接，偏置复位模块的第二端与第一参考电压信号线电连接；偏置复位模块用于在偏置复位阶段将第一参考电压信号线提供的第一参考电压信号传输至驱动模块的第一端。根据本申请实施例，能够充分改善显示面板的残影问题，从而有效提升了显示面板的显示效果和使用性能。
H01L27/12  ,阵列基板、显示面板 [发明],本申请涉及一种阵列基板、显示面板。该阵列基板包括：衬底和栅极驱动电路；栅极驱动电路位于衬底的一侧，栅极驱动电路包括多级移位寄存器，移位寄存器包括第一输出晶体管、第二输出晶体管和控制模块，第一输出晶体管连接于第一信号线和移位寄存器的输出端之间，第二输出晶体管连接于第二信号线和移位寄存器的输出端之间，第一输出晶体管的栅极和第二输出晶体管的栅极与控制模块电连接，第一输出晶体管和第二输出晶体管在衬底上的正投影位于控制模块在衬底上的正投影的同一侧。可以节省空间，有利于阵列基板的窄边框设计。
G09G3/34  ,一种背光驱动装置及其驱动方法、显示装置 [发明],本公开实施例提供了一种天背光驱动装置及其驱动方法、显示装置，背光驱动驱动装置包括时序控制器和背光驱动电路，时序控制器与背光驱动电路电连接，背光驱动电路与背光板电连接；时序控制器，设置为获取背光亮度数据，并将背光亮度数据发送至背光驱动电路；时序控制器或者背光驱动电路，设置为根据背光亮度数据获取对应的背光扫描频率，将低亮度对应的背光亮度数据与较低的背光扫描频率相对应；背光驱动电路，设置为根据背光亮度数据和背光扫描频率驱动背光板发光。本公开实施例提供的技术方案，可以克服低亮度时背光亮暗不均的技术问题。
G09G3/3208  ,一种屏幕驱动方法、显示装置、电子设备及存储介质 [发明],本发明实施例提供的一种屏幕驱动方法、显示装置、电子设备及存储介质，应用于显示设备技术领域，可以在检测到亮度调节模式发生切换时，获取参考插黑行数；将参考亮度下对应的ESTV信号的插黑行数调整为所述参考插黑行数，其中，所述参考亮度为亮度调节模式切换后屏幕的亮度。从而实现在检测到PWM模式切换至DC模式时，将DC模式亮度下对应ESTV信号的插黑行数调整为PWM模式对应的插黑行数，或在检测到DC模式切换至PWM模式时，将PWM模式亮度下对应ESTV信号的插黑行数调整为DC模式对应的插黑行数，以使PWM模式与DC模式像素电路在充电后延迟相同的时间进行放电，解决屏幕闪烁的问题。
G09G3/32  ,一种LED屏亮度调整方法、装置、电子设备及存储介质 [发明],本发明实施例公开了一种LED屏亮度调整方法、装置、电子设备及存储介质。该方法包括：获取LED屏所处环境中的各亮度传感器的探测结果，并根据探测结果确定LED屏的环境亮度获取方式；采用环境亮度获取方式，确定LED屏的目标环境亮度；获取LED屏所对应的亮度变化曲线，并根据亮度变化曲线和目标环境亮度，确定LED屏的目标屏幕亮度值；其中，亮度变化曲线为环境亮度与屏幕亮度的关系曲线。该方法可以在环境亮度发生变化时，及时准确且自动地调整LED屏的屏幕亮度，提高屏幕显示效果。
G09G3/32  ,一种显示驱动方法和芯片 [发明],本申请实施例公开了一种显示驱动方法和芯片，该方法包括重复执行下述操作：在目标灰度时钟信号的时钟数小于第一预设阈值的情况下，基于当前行的LED显示数据控制LED灯板中当前行的LED进行显示；在目标灰度时钟信号的时钟数等于第一预设阈值的情况下，重新对目标灰度时钟信号的时钟数进行计数；在目标灰度时钟信号的时钟数小于第二预设阈值的情况下，缓存当前行的下一行的LED显示数据；在目标灰度时钟信号的时钟数等于第二预设阈值的情况下，重新对目标灰度时钟信号的时钟数进行计数，并将下一行作为新的当前行。本申请实施例可以简化控制时序以及降低电路成本。
G09G3/3233  ,显示面板和显示装置 [发明],本公开提供了一种显示面板和显示装置，涉及显示技术领域。一种显示面板包括多个像素驱动电路，包括多个像素驱动电路，所述像素驱动电路包括第一节点、第四节点、驱动晶体管以及存储电容，所述存储电容的其中一个极板和所述驱动晶体管的栅极均与所述第一节点电连接，所述存储电容被配置为存储所述第一节点的电平，所述第四节点与发光器件的阳极电连接，所述第一节点与所述第四节点之间形成寄生电容；所述多个像素驱动电路包括第一像素驱动电路和第二像素驱动电路，所述第一像素驱动电路的所述寄生电容为第一寄生电容，所述第二像素驱动电路的所述寄生电容为第二寄生电容，所述第一寄生电容小于所述第二寄生电容。改善了拖尾现象。
G09G3/3208  ,一种屏幕驱动方法、显示装置、电子设备和存储介质 [发明],本申请实施例提供的一种屏幕驱动方法、显示装置、电子设备和存储介质，应用于显示设备技术领域，可以获取预设porch区宽度，其中，所述预设porch区宽度的取值范围为：0.05N至0.2N，N为屏幕总行数；根据所述预设porch区宽度进行驱动显示。通过本申请实施例的方案，根据EM duty＝(总行数‑EM高电位需求的最低宽度*pulse数)/总行数可知：在PWM模式下，pulse数较大，总行数的增加能够明显增大EM duty；而在DC模式下pulse数量为1或2，因此总行数的增加对EM duty的影响较小。本申请可以减小DC模式和PWM模式切换时拐点前后EM duty的差异，降低屏幕闪烁。
G09G3/32  ,移位寄存器、显示面板、显示装置及驱动方法 [发明],本申请公开一种移位寄存器、显示面板、显示装置及驱动方法，涉及显示技术领域，其中移位寄存器包括：启动单元用于在第一启动信号的控制下，将第一驱动电压信号写入第一节点，以及在第二启动信号的控制下，将第二驱动电压信号写入第一节点；输出单元用于根据第一节点的电位，将时钟信号输出至像素电路；隔离单元用于根据第一节点的电位，将第一输入电压信号或第二输入电压信号写入第二节点；第一复位单元用于根据第二节点的电位，将第二输入电压信号写入第一节点，第一复位单元包括第一晶体管，第一晶体管的栅极与第二节点电连接；电势补偿单元用于在第一时间间隔内，将补偿信号写入第一节点以补偿第一节点的电势，电势补偿单元包括储能元件。
G09G3/32  ,显示基板及其驱动方法、显示装置 [发明],一种显示基板及其驱动方法、显示装置，其中，显示基板包括：数据单元、阵列排布的像素驱动电路、多条第一扫描信号线和多条数据信号线，在至少一个显示帧的刷新帧中，第i行第j列像素驱动电路显示时，数据单元被配置为在第一时间段向第i行第j列像素驱动电路所连接的第一扫描信号线提供有效电平信号，向第i行第j列像素驱动电路所连接的数据信号线提供第一数据信号，在第二时间段向第i行第j列像素驱动电路所连接的第一扫描信号线提供有效电平信号，向第i行第j列像素驱动电路所连接的数据信号线提供第二数据信号，第一时间段发生在第二时间段之前；在第一时间段内，第二节点的信号的电压值大于第一节点的信号的电压值。
G09G3/3208  ,显示面板及其驱动方法、显示装置 [发明],本申请公开了一种显示面板及其驱动方法、显示装置。显示面板包括像素电路和发光元件；像素电路包括幅值调制子电路和脉宽调制子电路，幅值调制子电路和脉宽调制子电路包括驱动晶体管；幅值调制子电路和脉宽调制子电路中至少一者的工作过程包括偏置阶段，在偏置阶段，偏置调节信号提供至驱动晶体管，偏置调节信号用于调整驱动晶体管的偏置状态。根据本申请实施例，有利于优化像素电路的性能。
G09G3/3208  ,显示面板及其驱动方法、显示装置 [发明],本申请公开了一种显示面板及其驱动方法、显示装置。显示面板包括像素电路和发光元件；像素电路包括幅值调制子电路和脉宽调制子电路；幅值调制子电路连接第一数据信号线，脉宽调制子电路连接第二数据信号线；第一数据信号线和第二数据信号线中的至少一者用于传输数据信号和偏置调节信号。根据本申请实施例，能够在优化像素电路性能的同时利于高分辨率。
G09G3/20  ,一种实时色彩校正方法及系统 [发明],本发明提供一种实时色彩校正方法及系统，其中方法包括：获取显示设备接收的显示数据；获取所述显示设备基于所述显示数据显示的显示画面和第一查找表；获取所述显示数据对应的标准画面；基于所述显示数据、所述第一查找表、所述显示画面、所述标准画面和预设的校正库，确定第二查找表。本发明的实时色彩校正方法及系统，实现对显示设备的实时色彩校正，进而实现显示设备的日常色彩管理。
G09G3/3208  ,驱动方法、存储介质、驱动装置及显示装置 [发明],本发明提供了一种驱动方法、存储介质、驱动装置以及显示装置。驱动方法用于驱动OLED显示面板，OLED显示面板被配置成能够工作在多种显示模式。驱动方法包括：根据模式选择信号读取目标驱动参数，模式选择信号用于从多种显示模式中确定目标显示模式，从而从多套驱动参数中确定与目标显示模式对应的目标驱动参数；根据目标驱动参数驱动OLED显示面板工作在目标显示模式下。在OLED显示面板切换显示模式的时候，可以根据需要切换的显示模式读取对应的驱动参数，并根据驱动参数驱动OLED显示面板在对应的显示模式下工作，驱动参数和显示模式相匹配，可以提高OLED显示面板显示的画质。
