IPC主分类,发明名称,摘要
G11C16/10  ,非易失性存储器及其编程方法、计算机系统 [发明],一种非易失性存储器的编程方法，包括以下步骤：从已擦除的存储单元中依次选中目标存储单元，对选中的所述目标存储单元所连接的字线施加第一电压作为编程控制电压的初始值，对未选中的字线施加零电压；对所述目标存储单元所连接的位线施加作为固定值的第二电压；读取所述目标存储单元所连接的位线上的电流值；将所述电流值与规定的阈值进行比较；在所述电流值大于所述阈值时，将小于所述第一电压的第三电压作为所述编程控制电压的初始值；以及使所述编程控制电压自所述初始值起开始逐渐增大，在增大后的所述编程控制电压下执行编程操作，直至所述编程控制电压达到预设值。
G11C29/12  ,信号测试装置 [发明],本申请涉及一种信号测试装置，包括切换电路和选择模块，切换电路，用于根据测试需求输出切换信号；选择模块，用于根据切换信号从待测设备输出的多路信号中选择并输出目标信号。上述信号测试装置通过切换电路控制选择模块实现了不同信号的自动切换，其过程无需在测试不同的信号时，重新接入不同的信号线，这极大提高了信号的测试效率，另外还降低了人工切线的错误风险。
G11C13/00  ,基于忆阻器非易失性的多数决定门逻辑电路及其操作方法 [发明],本发明公开了一种基于忆阻器非易失性的多数决定门逻辑电路及其操作方法，属于逻辑门电路设计技术领域，所述电路包括三个忆阻器和一个定值电阻，两个输入变量a和b以阻态的形式分别写入忆阻器M＆lt;subgt;1＆lt;/subgt;和M＆lt;subgt;2＆lt;/subgt;，另外一个输入变量c映射在激励电压中，最终的输出以电阻的形式保存在忆阻器M＆lt;subgt;3＆lt;/subgt;中，写入忆阻器M＆lt;subgt;1＆lt;/subgt;和M＆lt;subgt;2＆lt;/subgt;的逻辑变量始终不被破坏。与现有逻辑计算方案比较，本方案的输出变量以及部分输入变量为忆阻器的阻值信息，在适合大规模阵列运算的同时，使用的忆阻器数目少，且逻辑操作简单。本方案提出的逻辑运算具备非易失性且为非破坏式，逻辑级联简单易行，有助于高效地实现更复杂的逻辑功能。
G11C7/22  ,真单相钟控寄存器TSPCR [发明],本申请实施例公开了真单相钟控寄存器TSPCR。本申请实施例通过在第二电路的输出端和第三电路的输入端之间接入一个包含电容的分支电路结构，借助于电容的稳压特性，能够保证第二电路的输出端的电压稳定，而一旦第二电路的输出端的电压稳定，比如该电压稳定的时长大于整个TSPCR的传输延时，则会保证数据输入信号D输入至第三电路的输入端时电压还是稳定的，这能够保证最终整个TSPCR的输出是稳定的，不会受到由于时钟斜率比较低(比如从低电平到高电平变化缓慢)所导致TSPCR中晶体管比如NMOS管与PMOS管同时导通时电压值不稳定的情况，降低了对时钟斜率陡直程度的要求。
H01R13/502  ,一种DDR连接器及主板 [发明],本发明公开了一种DDR连接器及主板，配置于主板，其包括：连接器壳体及多个连接器主体；所述连接器主体均由第一连接器主体及第二连接器主体组成；所述连接器壳体内设置有插槽，所述第一连接器主体及所述第二连接器主体均分别设置在所述插槽的两侧；所述第一连接器主体的下端设置有第一焊脚，所述第二连接器主体的下端设置有第二焊脚；所述第一焊脚的第一端与所述第一连接器主体相连接，所述第一焊脚的第二端设置在远离所述第二连接器主体的一侧；所述第二焊脚的第二端与所述第二连接器主体相连接，所述第二焊脚的第一端设置在靠近所述第二连接器主体的一侧。本发明可通过采用焊脚非对称式设计，能有效提高DDR连接器的信号传输质量。
G11C5/14  ,改善系统上电可靠性的方法和装置 [发明],本发明公开了一种改善系统上电可靠性的方法中，上电流程包括：进行上电复位。进行模拟量建立，包括：启动基准电压电路以输出基准电压和启动时钟振荡器以输出时钟信号给逻辑控制电路。进行第一次校验，用于对模拟量的校准信号进行校验。进行第二次校验，用于对需校验寄存器的数据进行校验，需校验寄存器为客户的状态寄存器或配置寄存器；需校验寄存器的数据包括客户寄存器数据以及同时写入的固定数据图形。第二次校验成功后关断时钟振荡器并退出上电流程以及系统进入待机状态。本发明还公开了一种改善系统上电可靠性的装置。本发明能在上电过程中减少错误配置的通过，增强上电的可靠性。
G11C16/34  ,基于RBER值的读电压维护方法、装置、计算机设备及介质 [发明],本发明公开了一种基于RBER值的读电压维护方法，包括根据获取的数据容量值和存储位置信息配置读取速率参数以及缓存设置参数，用于分配内存并维护读电压；根据读取结果信息中的读电压状态码确定读操作状态，若读操作状态为失败状态，则解析读取结果信息以获取RBER值；将RBER值分别与预设的第一门限阈值以及第二门限阈值进行对比并生成对比结果信息，根据对比结果信息更新读电压并生成新的读取结果信息；根据更新后的读取结果信息解析得到新的RBER值，生成新的对比结果信息，根据对比结果信息确定标准读电压。上述方法通过电压维护算法和策略主动识别Nand Flash读取失败情况，并采取相应的电压更新维护策略，满足高性能要求。
G11C29/50  ,擦写次数的确定方法、存储介质及电子装置 [发明],本申请公开了一种擦写次数的确定方法、存储介质及电子装置，其中，上述方法包括：将非易失性存储器NVM进行分区，得到N个区块，其中，所述N为大于或等于2的正整数；根据所述N个区块中的前i个区块的实际擦写次数确定基准擦写次数，其中，所述i为大于或等于1，小于N的整数；根据所述基准擦写次数确定所述N个区块中除所述前i个区块外的每个区块的允许擦写次数。采用上述技术方案，解决了由于芯片制造工艺误差所导致的不同芯片的可使用寿命与存储理论计算NVM的平均寿命的偏差较大的问题。
H03K21/08  ,计数器、存储器和芯片 [发明],本申请涉及一种计数器、存储器和芯片。所述计数器被配置有持续统计模式和单次统计模式，其中，在所述持续统计模式下，所述计数器用于响应于第一统计模式信号和第一统计使能信号，根据接收的统计源信号持续计数；在所述单次统计模式下，所述计数器用于响应于第二统计模式信号和所述第一统计使能信号，根据接收的所述统计源信号和统计窗口信号在统计时长内进行计数，其中，所述统计时长根据所述统计窗口信号确定。采用本申请的计数器能够采用两种不同的模式进行计数，达到统计的目的，既能满足持续统计的应用需求，也能满足定时统计的应用需求。
G06F3/06  ,数据写入装置、数据写入控制方法及电子设备 [发明],本申请提供实施例属于集成电路技术，提供一种数据写入装置、数据写入控制方法及电子设备，数据信号传输模块用于将外部的数据信号传输至数据信号译码模块中；数据信号译码模块用于接收数据信号传输模块传输的数据信号和时钟控制模块传输的第一时钟信号，并根据第一时钟信号对数据信号进行译码操作，以根据译码结果判断握手信号和写入信号是否分别满足对应的预设条件，并生成写入确认信号；数据存储模块用于根据第一时钟信号和写入确认信号，对待写入数据进行数据写入操作，并存储对应的写入数据；数据读出模块用于根据数据存储模块中的写入数据的高/低电平信号读出写入数据。本申请可以实现在集成电路中进行高效、可靠的数据写入目的。
H10N70/20  ,一种忆阻行为可调控的忆阻器及其调控方法 [发明],本发明提供一种忆阻行为可调控的忆阻器，包括：衬底、活性电极、惰性电极以及设置在所述活性电极和所述惰性电极中间的介质层，其中，所述介质层的材料为相变材料。本发明采用相变材料制备介质层，构筑了相变前后忆阻行为截然不同的忆阻器，实现了从无忆阻行为到渐变型忆阻行为的转变，显著提高了忆阻器的编程灵活性。
G11C5/02  ,一种芯片时序调节装置和芯片 [发明],本申请涉及一种芯片时序调节装置和芯片，其中，该装置包括至少两个存储模块，存储模块包括时序平衡单元和多个存储库单元；时序平衡单元，分别与多个存储库单元连接，时序平衡单元用于接收时序信号，并对时序信号进行延时细补偿后传输给存储库单元；存储库单元，用于存储数据。通过本申请，解决了现有技术中存在的芯片阵列结构中，不同位置的存储库单元的时序无法平衡问题，实现了芯片中不同位置存储库单元时序的调节。
G11C7/06  ,灵敏放大器及存储芯片 [发明],本申请公开了一种灵敏放大器及存储芯片，该灵敏放大器包括数据线、第一电流源、第二电流源、第一晶体管、第二晶体管、以及容性模块，通过数据线、第一电流源、第二电流源、第一晶体管、第二晶体管、以及容性模块搭建起来的架构，在应用于小存储阵列的情况下，可以在灵敏放大器刚开始读取时通过容性模块控制第一晶体管的栅极的电位上升速度以及上升高度，从而缓解对第一晶体管的电压冲击，使得与小存储阵列连接的数据线或者位线的电位不会过度冲高，从而使得小存储阵列中存储单元的特性趋向于主存储阵列中存储单元的特性，而容性模块在充满电后不会影响到小存储阵列、主存储阵列中存储单元的特性，进而使得不同的存储阵列能够共用同一灵敏放大器架构。
G11C19/28  ,移位寄存器、栅极驱动电路及显示装置 [发明],本公开提供一种移位寄存器、栅极驱动电路及显示装置，属于显示技术领域，本公开的移位寄存器包括：输入子电路，被配置为响应于第一控制信号、第二控制信号，将第一输入信号或第二输入信号写入第一控制节点，并响应于第一控制节点的电压和第一时钟信号，将第一电平信号写入上拉节点；或响应于第一控制信号、第二控制信号和第一时钟信号，将第一输入信号或第二输入信号写入上拉节点；第一控制子电路，被配置为响应于第一控制节点的电压或第二时钟信号，将第二时钟信号或第一电平信号写入第二控制节点；或响应于上拉节点的电压或第一时钟信号，将第一时钟信号或第一电平信号写入第二控制节点。
G11C5/14  ,一种电源自动调整方法及系统 [发明],本发明提出了一种电源自动调整方法及系统，涉及电源技术领域。该方法包括：基于电源电压变化范围数据和初始供电电源电压，启动目标挥发性存储器，检测目标挥发性存储器的启动状态；比较所有启动状态；将最优启动状态对应的供电电源电压作为目标挥发性存储器的启动电压，启动目标挥发性存储器进入工作状态；比较目标挥发性存储器的工作状况信息和预设触发条件；在确定调整供电电源电压的情况下，构建挥发性存储器状态分析模型；将工作状况信息和当前供电电源电压输入至挥发性存储器状态分析模型，得到最优供电电源电压。实现了根据挥发性存储器的当前性能，针对性调整挥发性存储器的供电电源的目的，保证了挥发性存储器的供电电源的供电精确性。
H10B10/00  ,读写分离的多端口存储单元结构及版图结构 [发明],本发明提供一种读写分离的半导体多端口存储单元结构及版图结构；其中，存储单元包括：读取区，其布设有与读取端口一一对应的M个读取子单元，于所述读取子单元中布设有第一端口电路；写入区，其布设有锁存子单元和与写入端口一一对应的N写入子单元，于所述写入子单元中布设有第二端口电路；所述锁存子单元包括锁存电路，所述锁存电路分别连接各所述第一端口电路和各所述第二端口电路，使该锁存电路共用于各所述写入子单元和各所述读取子单元；本发明不仅提高器件的并行处理性能，同时也大大地提高存储单元的集成度。
G11C29/42  ,自纠错单磁盘主引导记录保护装置及保护方法 [发明],本发明提供一种自纠错单磁盘主引导记录保护装置及保护方法，保护装置包括具有校验功能的BIOS模块和flash闪存，BIOS模块用于读取主引导记录，并对主引导记录进行自纠错扩展；BIOS模块还用于读写flash闪存；BIOS模块将自纠错扩展后的主引导记录与flash闪存中存储的历史自纠错扩展后的主引导记录进行对比，并将历史自纠错扩展后的主引导记录中不存在的当前自纠错扩展后的主引导记录依次存储在flash闪存中。本发明能够在主引导记录被破坏后根据历史自纠错扩展后的主引导记录进行数据恢复，避免主引导记录在存储和使用的过程中由电平翻转或电平毛刺等工艺性问题导致的存储失效问题。
G11C19/28  ,一种移位寄存器、显示面板及显示装置 [发明],本申请提供一种移位寄存器、显示面板及显示装置，移位寄存器包括：第一输出单元和第一控制单元。第一输出单元的输出端与移位寄存器的输出端电连接，第一输出单元的输入端与第一时钟信号线电连接，第一控制单元的输出端与第一输出单元的控制端电连接。其中，第一控制单元包括第一电容及与第一输出单元的控制端电连接的第一晶体管，第一晶体管的第一极与第一电容的同一极板电连接，第一晶体管的第二极与第一输出单元的控制端电连接，第一晶体管的栅极与第一晶体管的第一极或第二极电连接，使第一晶体管起到二极管的效用且控制第一输出单元的控制端。本申请提供的移位寄存器可以输出高电平的使能信号且使能信号的脉宽大小可控。
G11C17/16  ,低功耗差分熔丝型存储器及模数转换器 [发明],本发明提供一种低功耗差分熔丝型存储器及模数转换器，结合锁存输出模块、差分预编程模块、差分熔丝编程模块及差分编程读取模块设计低功耗差分熔丝型存储器，通过锁存输出模块、差分熔丝编程模块及差分编程读取模块进行数据信号的写入、存储及读取，差分熔丝编程模块包括互补的第一熔丝编程单元和第二熔丝编程单元，在编程时，第一熔丝编程单元中的第一熔丝和第二熔丝编程单元中的第二熔丝中的一个被熔断、另一个未被熔断，以互补方式写入编程数据信号，后续编程数据信号以互补方式读取，并通过锁存输出模块进行比较及锁存输出，能有效纠正编程产生的误差，提升输出的编程数据信号的稳定性，且结构简单、各个模块分时工作，对应静态功耗低。
G11C7/10  ,读操作方法及存储芯片、频率检测电路 [发明],本申请公开了一种读操作方法及存储芯片、频率检测电路，该读操作方法通过检测读指令的频率是属于更高的第一频率范围还是更低的第二频率范围，能够识别出读指令的频率高低，再根据读指令的频率高低进入高频读取模式或者低频读取模式，进而有利于实现在读指令的更高频率应用场景中提高读操作的频率，在读指令的更低频率应用场景中降低读操作的功耗。
G11C7/20  ,一种FPGA芯片中的初始化电路和初始化方法 [发明],本发明提供一种FPGA芯片中的初始化电路和初始化方法。初始化电路包括：嵌入式存储器，在所述嵌入式存储器内建的地址计数器，配置存储器，配置存储器的输入输出模块，数据通路，N个写使能信号发生器，所述数据通路用于接收数据并传送到所述输入输出模块的输入端口，所述配置存储器用于存储所述嵌入式存储器初始化所需数据的区域包括从第1个到第N个区域，所述配置存储器还包括第N+1个区域。所述嵌入式存储器用于基于第1个到第N+1个区域存储的数据以及所述地址计数器和所述写使能信号发生器的输出的数据进行动作。如此，可以实现利用配置存储器的空间来平衡嵌入存储器EMB初始化写入速度和面积比例。减少对配置存储器访问额外的码流设置时间。
H10B61/00  ,磁存储阵列及其制备方法、数据访问方法 [发明],本发明提供一种磁存储阵列及其制备方法、数据访问方法，属于半导体技术领域。该磁存储阵列包括多个呈阵列布置的磁存储单元以及与每个磁存储单元适配的写访存晶体管，写访存晶体管的第一端与SOT底电极层的第一端连接。对于每行磁存储单元，该行的写访存晶体管的栅极连接，形成行控制线，对于每列磁存储单元，该列的写访存晶体管的第二端连接，形成第一电压控制线，该列的SOT底电极层的第二端连接，形成第二电压控制线，该列的磁隧道结MTJ连接，形成第三电压控制线。本发明所提供的磁存储阵列，包括多个呈阵列布置的磁存储单元，每个磁存储单元仅配置写访存晶体管，读访存晶体管被移除，具有更简单的电路结构，更小的版图占用，更大的存储密度。
G11C8/08  ,一种存储器、其控制方法及模组设备 [发明],本发明公开了一种存储器、其控制方法及模组设备。存储器包括：多条字线，控制单元，连接所述字线，所述控制单元用于将相邻字线中开启在前的字线上的电子至少部分传输至开启在后的字线上，以使得所述开启在后的字线在开启时基础电压大于初始基础电压；其中，所述初始基础电压为初始开启字线开启时对应的基础电压。以提供一种降低存储器能耗且提高访问效率的方案。
G11C16/14  ,一种存储器的逻辑擦除方法和存储装置 [发明],本申请公开了一种存储器的逻辑擦除方法和存储装置，其中所述方法包括如下步骤：根据逻辑擦除命令确定擦除范围的首地址和尾地址，根据首地址和尾地址确定需要进行半页处理的第一目标区域，对所述第一目标区域进行扇区擦除，根据首地址和尾地址确定需要进行整页处理的第二目标区域，对所述第二目标区域进行标记，在至少一个空闲时段对第二目标区域进行整页擦除；本申请的逻辑擦除方法将逻辑擦除操作分解为扇区擦除和整页擦除，大大降低了逻辑擦除操作的处理时间，同时利用系统的空闲状态完成整页擦除，提高了系统逻辑擦除的处理效率，降低了擦除操作出错的几率，保障了存储器中的数据安全。
G11C11/415  ,一种目标存储器读写方法、装置、设备和存储介质 [发明],本发明公开了一种目标存储器读写方法、装置、设备和存储介质。该方法包括：获取目标存储器的第一端口接收到的第一信号和第二端口接收到的第二信号；获取所述第一信号对应的第一访问地址和所述第二信号对应的第二访问地址；若所述第一访问地址和所述第二访问地址相同，则根据预设规则确定所述第一端口和所述第二端口分别对应的读写优先级；根据所述第一端口和所述第二端口分别对应的读写优先级对所述目标存储器进行读写操作。通过本发明的技术方案，能够当出现同时两个端口访问同一地址单元的情况时，准确地对异步双端口SRAM进行读写操作。
G11C29/56  ,一种SSD的故障检测方法、装置及电子设备 [发明],本申请提供一种SSD的故障检测方法、装置及电子设备，涉及检测技术的技术领域。在该方法中，应用于服务器，方法包括：获取SSD的检测数据包；将检测数据包输入至预设故障检测模型中，得到输出结果；对输出结果进行分析，若输出结果指示检测数据包异常，则生成报警信息，报警信息用于表示SSD存在潜在故障。实施本申请提供的技术方案，便于提高对SSD的故障检测准确性。
G11C29/12  ,一种固态硬盘检查方法、装置及电子设备和存储介质 [发明],本申请公开了一种固态硬盘检查方法、装置及电子设备和存储介质，该方法包括：对固态硬盘执行全盘写操作和全盘读操作；其中，固态硬盘包括多个通道，每个通道包含多个芯片使能信号；获取全盘读操作返回的多个比特错误率，并统计不同通道的不同芯片使能信号对应的比特错误率的分布情况；根据不同通道的不同芯片使能信号对应的比特错误率的分布情况对固态硬盘中的存储介质芯片进行检查。本申请提供的固态硬盘检查方法，检查固态硬盘全盘写操作、全盘读操作测试过程中读状态返回的比特错误率，通过比特错误率的分布情况对固态硬盘中的存储介质芯片进行检查，判断读错误是否与存储介质芯片本身有关，实现了对固件硬盘中读错误原因的检查。
G11C11/412  ,一种10T-MOSFET-SRAM单元、及基于该单元的运算电路结构 [发明],本发明涉及集成电路设计技术领域，更具体的，涉及一种10T‑MOSFET‑SRAM单元、及基于该单元的运算电路结构。本发明公开了一种10T‑MOSFET‑SRAM单元，包括8个NMOS管N1～N8、2个PMOS管P1～P2。本发明的单元可以在实现常规的读写功能外，能够组成阵列结构的运算电路，并可以通过配置WL、BL、BLB、PT、A、B的信号来进行同一行数据的或、与非、异或运算，还可配置WL、BL、BLB、PT、AT、BT、A、B的信号以进行列寻址，从而增加了单元的功能；并且本发明在进行寻址时只需将PT连接SA，无需其他额外电路即可完成，可降低BCAM操作功耗以及延时。
G06F21/72  ,基于数据残留的两段式SRAM PUF预选方法、电子设备、介质 [发明],本发明公开了一种基于数据残留的两段式SRAM PUF预选方法、电子设备、介质，所述方法包括：设置SRAM单元断电扫描总时间、断电时间步长，对SRAM单元写入数据‘1’或者‘0’，在不同的断电时间下读取SRAM单元的上电值；将SRAM单元按响应长度划分为若干个大小相等的区块，得到不同区块下偏‘1’的SRAM单元数目与偏‘0’的SRAM单元数目；从所有区块中筛选出第一偏‘1’区块、第二偏‘1’区块、第一偏‘0’区块和第二偏‘0’区块，并记录块内单元的位置；按照块内单元的位置顺序，将第一偏‘1’区块与第一偏‘0’区块组成第一段响应，将第二偏‘1’区块与第二偏‘0’区块组成第二段响应，第一段响应与第二段响应拼接得到最终的响应。
G11C11/409  ,阻变式存储器的数据写入操作方法及装置 [发明],本发明公开了一种阻变式存储器的数据写入操作方法及装置，其中，该方法包括：向阻变式存储器施加第一脉冲电压，并将第一次数值加一，以得到当前第一次数值；判断当前第一次数值是否大于第一设定上限值；如果是，则判断当前第二次数值是否大于第二设定上限值；如果否，则测试阻变式存储器单元的阻态，以得到测试值；判断测试值是否满足预设条件；如果否，则向阻变式存储器施加第二脉冲电压，并将第二次数值加一，以得到当前第二次数值，直至测试值满足预设条件或者当前第二次数值小于等于第二设定上限值，其中，第一施加脉冲电压的脉宽和限流小于第二施加脉冲电压的脉宽和限流；从而在提高数据保持特性的同时还节省了操作时间，进而提高写入效率。
G11C29/56  ,基于固态硬盘的Write Zeroes性能测试方法和装置 [发明],本申请涉及一种基于固态硬盘的Write Zeroes性能测试方法、装置、计算机设备和存储介质，其中该方法包括：通过命令读取并记录MDTS并判断MDTS是否在预期范围内，所述MDTS为最大数据传输的大小；如果MDTS不在预期范围内则读取MDTS参数失败，如果MDTS在预期范围内则配置FIO中的块大小并进行FIO填盘，填盘后闲置一定时间；测试全盘Write Zeroes在高队列深度下的性能并判断测试完成时间是否在预期时间内，如果在预期时间内则Write Zeroes性能符合预期并记录全盘Write Zeroes的带宽和时间；再次进行FIO填盘，填盘后闲置一定时间。本发明能快速高效的通过Shell脚本测试固态硬盘在不同队列深度和不同LBA范围的性能中存在的异常以及Write Zeroes处理能力。
G11C29/08  ,一种自动化质量抽检方法、装置、设备及存储介质 [发明],本发明公开一种自动化质量抽检方法、装置、设备及存储介质，所述方法应用于控制端，包括：在接收到待测盘片的当前抽检配置信息后，将测试指令传输至测试端，以便测试端根据测试指令执行待测试项目得到待分析测试数据；对待分析测试数据进行结果自动判定，对判定出待测试项目中存在异常情况的待分析测试数据进行第一分析测试，得到错误信息后进行展示；对判定出待测试项目中不存在异常情况的待分析测试数据进行第二分析测试得到分析结果，记录错误信息和分析结果得到抽检报告；将抽检报告传输至制造执行端，以便制造执行端将抽检报告进行存储。通过对待分析测试数据进行结果自动判定后进行分别测试得到抽检报告，实现高效地对待测盘片进行智能抽检数据分析。
G11C13/00  ,操作记忆体单元的方法 [发明],一种操作一记忆体单元的方法包括以下步骤。使用一第一电压对该记忆体单元执行第一多个偏压操作，其中该记忆体单元包含一可变电阻图案，且所述第一多个偏压操作的每一循环的该第一电压具有一相同的第一极性。判定该记忆体单元是否到达一疲劳临限值。在该判定步骤判定该记忆体单元达到该疲劳临限值之后，使用一第二电压对该记忆体单元执行第二多个偏压操作，其中所述第二多个偏压操作的每一循环的该第二电压具有一相同的第二极性，且该第二极性与该第一极性相反。
G06F3/06  ,一种读取闪存数据的方法 [发明],本发明提供一种读取闪存数据的方法，所述方法包括：存储设备响应于收到的读命令，获取本次读取任务对应的闪存物理地址；存储设备检测到读取本次读取任务对应的闪存物理地址对应的数据中存在不可纠正的错误时，判断是否存在不可纠正错误的数据对应的物理地址已经生成的最佳阈值电压；其中，所述最佳阈值电压是在由存储设备在空闲时，基于获取到的本次读取任务对应的闪存物理地址而生成的；若存储设备检测到存在不可纠正错误的数据对应的物理地址已经生成的最佳阈值电压，则使用已经生成的最佳阈值电压读取闪存中的数据。能够在降低Read Disturb的风险的情况下，加快对读取闪存数据过程中发生错误的处理速度。
G11C29/56  ,一种基于固态硬盘的损坏测试方法、装置及电子设备 [发明],本申请提供一种基于固态硬盘的损坏测试方法、装置及电子设备，涉及存储检测的技术领域，方法包括：获取固态硬盘的各个闪存块对应的物理块地址；根据各个物理块地址，生成对应的第一数据；在第一时刻，将各个第一数据，写入对应的闪存块；对固态硬盘进行第一时长的预设测试后，在第二时刻，根据各个物理块地址，读取出各个闪存块的第二数据，第二时刻与第一时刻间隔第一时长；判断第二数据与第一数据是否相同，若第二数据与第一数据不同，确定多个闪存块中第二数据对应的闪存块为损坏闪存块。本申请能够在对固态硬盘进行测试的过程中，确定损坏闪存块的具体位置。
G11C13/00  ,一种半导体阻变存储器的光电无串扰读取方法 [发明],本发明公开了一种基于光电导效应感知半导体阻变存储器存储态的无串扰读取技术，所述半导体阻变存储器采用具有光电导效应的半导体存储介质层。本发明所述的光电无串扰读取方法包括：对存储单元施加光刺激，当存储单元处于高阻态时，能够监测到明显的光电流；当存储单元处于低阻态时，无法监测到相应的光电流；根据是否监测到光电流来判断存储器的存储状态。根据本发明的阻变存储器件的读取方法无需额外选择单元，即可避免十字交叉结构阻变存储阵列采用电压读取过程中的串扰电流，实现了无串扰读取。
G06F11/07  ,存储系统的修复方法及装置、存储介质及电子装置 [发明],本申请公开了一种存储系统的修复方法及装置、存储介质及电子装置，其中，上述方法包括：在检测到存储系统中存在故障节点的情况下，确定目标机架的故障节点的数量f，其中，存储系统包括目标机架，故障节点为存储系统中出现故障的存储节点，f为正整数；根据f与r的第一大小关系、f与n的第二大小关系确定目标机架的修复方式，其中，r和n均为正整数，r小于n，r为预设节点数量阈值，n为存储系统中单个机架的存储节点的总数；按照修复方式从幸存节点下载编码块，根据编码块生成新生节点，并根据新生节点修复目标机架中的故障节点，其中，幸存节点为存储系统中未出现故障的存储节点，存储节点中均存储有编码块。
G11C29/10  ,对存储器进行读写覆盖测试的方法及计算设备 [发明],本发明提供一种用于存储器进行读写覆盖测试的方法和计算设备，所述方法包括：执行第一操作，将所述存储器的存储空间等分为N个存储单元，N为大于2的整数；执行第二操作，将第一数据填充至第一存储单元，从而初始化所述第一存储单元；执行第三操作，以第二存储单元至第N‑1存储单元依次作为搬运中继，将所述第一存储单元的数据搬运至第N存储单元，从而所述N个存储单元均预期填充以所述第一数据；执行第四操作，对比所述第一存储单元和所述第N存储单元的数据，从而确定所述搬运操作的正确性。根据发明的技术方案，能够在芯片验证环境中实现对存储器的读写全覆盖。
G11C19/28  ,移位寄存器及栅极驱动电路 [发明],本发明公开了一种移位寄存器及栅极驱动电路。移位寄存器包括：至少一个第一输出调节模块、节点控制模块和第二输出调节模块；所述第一输出调节模块用于在写入帧根据第一节点的电位控制所述第一输出调节模块的输出端输出第一电压信号，以及根据第二节点的电位控制所述第一输出调节模块的输出端输出第一时钟信号；所述节点控制模块用于根据第二时钟信号以及触发信号控制所述第一节点及所述第二节点的电位；所述第二输出调节模块与所述第一输出调节模块电连接，所述第二输出调节模块用于在保持帧将所述第一电压信号传输至所述移位寄存器的输出端；其中，每个第一输出调节模块的输出端对应所述移位寄存器的一个输出端。本发明能够降低功耗。
G11C11/4074  ,掉电保存电路、通信网卡及终端设备 [发明],本发明公开了一种掉电保存电路、通信网卡及终端设备，涉及控制技术领域，通过掉电保存电路中与信号输出端相接的掉电检测模块，在基于信号输出端输出的操作信号检测到掉电信息时，输出掉电信号；与信号输出端相接，用于对信号控制模块进行供电的储能模块；与掉电检测模块的输出端相接的信号控制模块，根据接收到的掉电信号接入储能模块的供电电压，基于供电电压控制下电信号的电平状态和数据保存信号的电平状态的电平转变时长间隔，使数据保存信号的电平转换速度快于下电信号的电平转换速度，以使信号处理器在执行下电操作之前进行数据保存，实现在无需外部硬盘或云存储的情形下，实现终端设备的掉电保存，极大的降低的使用成本和操作复杂性。
H04R1/10  ,一种基于TWS耳机及充电盒式的会议宝 [发明],本发明公开了一种基于TWS耳机及充电盒式的会议宝，本发明属于智能硬件技术领域，本发明的目的在于解决现有技术中现在有的TWS耳机充电盒，在使用过程中，仅仅只可以为其耳机进行充电，功能单一，无法实现多人语音会议，也没有语音录制和存储功能，降低了充电盒的实用性。达到的技术效果为：该装置共有录音和会议两种模式，通过高采样率和高精度的MIC拾音阵列拾取声音，实现更远距离，准确率高，提高了语音识别和转写的精度；同时通过内置喇叭进行会议模式的声音播放，增加TWS耳机充电盒的多功能性和实用性。存储在充电盒的语音数据通过无线WIFI技术和USB TYPE‑C接口有线导入到手机或电脑端进行后续的语音转文字和翻译等功能。
H04R1/10  ,一种基于TWS耳机及充电盒式的录音笔 [发明],本发明公开了一种基于TWS耳机及充电盒式的录音笔，本发明属于智能硬件技术领域，本发明的目的在于解决现有技术中现在有的TWS耳机充电盒，在使用过程中，仅仅只可以为其耳机进行充电，功能较少，没有录音功能，进而也不能对其进行语音数据导入与储存，使用较为单一，降低了充电盒的实用性的问题。达到的技术效果为：TWS耳机支持音频播放和通话，允许用户使用耳机进行电话通话和音乐播放，充电盒可以切换到录音笔模式，使MIC阵列启动录音功能，通过使用4个及以上麦克风的MIC阵列，实现对远距离声音的高灵敏度拾音，这有助于捕捉清晰的音频，通过高采样率和深度录音，提高录音质量，有助于提高语音识别和转写的准确度，使用eMMC或Nand存储器提供大容量的录音存储。
G06F11/07  ,一种存储器修复电路、系统及方法以及电子设备 [发明],本申请涉及一种存储器修复电路、系统及方法以及电子设备，属于集成电路领域。该一种存储器修复电路，包括：非易失性存储器、分发器；非易失性存储器被配置为存储用于逻辑修复存储器的修复签名数据，所述修复签名数据包括多位修复数据和对应的签名校验数据；分发器与所述非易失性存储器连接，所述分发器被配置为与待修复存储器连接，以及读取所述修复签名数据，并基于所述签名校验数据对所述多位修复数据进行检验，当校验结果表征所述多位修复数据正确的情况下，将所述多位修复数据分发给所述待修复存储器。本申请能够提高待修复存储器的修复成功率，进而提高存储产品的可靠性。
