IPC主分类,发明名称,摘要
A61B5/16  ,一种精神状态分析系统、电子设备及存储介质 [发明],本发明提供一种精神状态分析系统、电子设备及存储介质，其中，系统包括：多模态特征提取模块、跨模态注意力模块和精神状态检测模块；所述多模态特征提取模块将长音视频转换为图像序列和语音片段，并且提取面部特征和音频特征；将所述面部特征和音频特征输入所述跨模态注意力模块，探索图像和音频模态之间的关系，提取受试者的情绪特征值；将所述情绪特征值输入精神状态检测模块，以获取受试者当前的精神状态。本发明提出的方案能够使用单个跨模态注意力模块对音视频的特征进行精神状态特征值的提取，以该特征进行抑郁、焦虑和疲劳状态的检测分析，有更高的识别精确度，并且可以提供更多的分析信息。
G10L15/26  ,基于语音指令的设备控制方法、装置以及电子设备 [发明],本申请公开了一种基于语音指令的设备控制方法、装置以及电子设备。涉及智能设备领域或其他相关领域，该方法包括：接收目标语音指令，将目标语音指令输入语音识别模型，输出目标文本数据，其中，语音识别模型用于将目标语音指令转化为数据类型为文本格式的目标文本数据；根据预设语法规则以及词汇库对目标文本数据进行解析，得到目标语音标签树，并将目标语音标签树与多个预设控制规则进行匹配，根据匹配结果确定目标控制规则，其中，目标语音标签树用于指示目标语音指令的语音内容信息；依据目标控制规则对目标设备进行控制处理。通过本申请，解决了相关技术中基于语音信息控制设备时，智能设备识别语音信息的准确率低的问题。
G06F16/904  ,智慧园区的信息呈现方法、装置、设备及存储介质 [发明],本申请实施例涉及智慧园区的技术领域，具体涉及一种智慧园区的信息呈现方法，包括：获取智慧园区的监控数据以及基于用户交互设备采集的提示词；通过预设的大模型对所述监控数据进行特征分析，以输出对应于所述提示词的目标信息；将所述目标信息呈现于所述用户交互设备的显示界面。相比于现有技术，本方法在采集了智慧园区的监控数据之后，根据用户通过用户交互设备输入的提示词来输出不同维度的目标信息，从而使得园区管理人员能够更加有针对性地了解园区内不同场景下的特定信息，能够减少园区管理者对大量无效信息的判别时间，从而节省了大量的人力物力，且能够降低对园区管理者的注意力需求，避免由于人工懈怠影响监控效果。
G10L17/02  ,一种基于局部和全局跨通道融合的声纹识别方法 [发明],本发明公开了一种基于局部和全局跨通道融合的声纹识别方法，属于数字信号处理和语音识别技术领域，该方法引入了局部和全局跨通道融合的设计，通过将一个整理的信息划分为两个部分，分别对其进行局部和全局特征提取，接着将局部和全局特征进行融合，让信息更加丰富增加模型识别的泛化能力。该方法在声纹识别中具有较高的准确率和实时性，并行的设计在没有加宽模型的宽度前提下，进一步加快了运算速度，弥补了传统的声纹识别技术在准确性和运算速度方面存在的不足，在语音助手唤醒、身份证和信用卡识别等相关应用场景具有较大的应用潜力。
G10L21/0272  ,一种音频转译方法及音频转译服务器、设备及存储介质 [发明],本申请提供了一种音频转译方法及音频转译服务器、设备及存储介质，其中，对目标用户端请求转译的待转译音频流进行声纹分割得到多个子音频流和各子音频流所对应的发言人信息；调用SDK服务器对各子音频流进行语音识别得到各子音频流所对应的文字内容；将各子音频流、各子音频流所对应的发言人信息以及各子音频流所对应的文字内容发送至所述目标用户端进行展示。采用上述方法，以减少在进行音频转译时所需耗费的人力成本，同时提高音频转译结果的准确性。
G10L15/22  ,基于语音识别的场景创建方法、装置及车辆 [发明],本发明公开一种基于语音识别的场景创建方法、装置及车辆，通过获取用户发出的目标语音；然后根据所述目标语音，提取创建场景的条件信息以及动作信息；之后根据竞合策略，对所述条件信息以及所述动作信息进行合理性检查；最后根据检查后的条件信息、动作信息，创建场景。如此，通过语音识别控制的方式，智能化的创建场景，无需用户自己手动去编辑，方便快捷。
G10L21/013  ,语音转换方法及装置、存储介质、电子装置 [发明],本申请实施例提供了一种语音转换方法及装置、存储介质、电子装置，所述方法包括：获取待转换的原始语音与目标说话人的目标语音样本；通过音频特征编码模块识别所述目标语音样本的风格类别，并根据所述目标语音样本的风格类别提取所述目标语音样本的目标音频特征；通过风格特征编码模块获取所述目标语音样本的风格特征；将所述原始语音的原始音频特征、所述目标语音样本的目标音频特征和所述目标语音样本的风格特征进行融合映射得到联合编码特征；对所述联合编码特征进行标准流化操作后解码，得到与所述目标说话人的说话风格对应的目标语音特征，并基于所述目标语音特征对所述原始语音进行转换，得到目标语音。
G10L13/10  ,语音生成方法、装置、计算机设备和存储介质 [发明],本申请涉及一种语音生成方法、装置、计算机设备和存储介质，涉及计算机技术领域。可用于金融科技领域或其他相关领域。所述方法包括：从预设的语音数据库中查找语音文本对应的音节标记数据；根据语音文本，确定语音文本的韵律参数信息；根据韵律参数信息和音节标记数据，对语音文本的语音波形数据进行修改，得到音节标记数据对应的待合成波形数据；根据待合成波形数据，生成语音文本对应的目标语音。采用本方法能够通过分析语音文本的上下文语义，确定语音文本的韵律参数，结合语音文本在语音数据库中的音节标记数据，修改语音文本各语音段对应的语音波形，得到具有与语音文本的上下文语义相匹配的韵律特征的目标语音，提高合成的语音的自然度。
G10L13/08  ,文本音素标注信息生成方法、装置和计算机设备 [发明],本申请涉及一种文本音素标注信息生成方法、装置和计算机设备，涉及计算机领域。可用于金融科技领域或其他相关领域。所述方法包括：对语音文本进行分词，得到语音文本对应的分词结果；按照预设的韵律分析规则，根据分词结果对应的语法信息，确定语音文本对应的韵律边界信息；获取语音文本对应的注音信息，根据韵律边界信息和注音信息，确定语音文本对应的音素标注信息。采用本方法能够通过分析语音文本的韵律特征，结合语音文本的上下文韵律，对语音文本中的各音素进行准确的标注，得到用于生成对应的语音的音素标注信息，从而基于音素标注信息，生成能够体现语音文本上下文韵律特征的语音，进而提高语音合成的自然度。
G06F40/205  ,音频播放方法、装置、设备及可读存储介质 [发明],本申请实施例提供一种音频播放方法、装置、设备及可读存储介质。该方法包括：获取第一文本，第一文本是多媒体文件的相关文本；通过第一大型语言模型，对第一文本进行摘要提取，得到第二文本；通过第二大型语言模型，对第二文本进行口语化生成，得到第三文本；将第三文本转换为音频文件，得到多媒体文件的介绍音频；播放多媒体文件以及多媒体文件的介绍音频。为多媒体文件生成对应的介绍内容，辅助用户对多媒体文件作进一步了解，提高用户收听多媒体文件的趣味性；以及将多媒体文件和对应的介绍音频进行关联，进一步提高对多媒体文件信息的获取效率。
G10L25/30  ,一种基于残差计算的卷积神经网络的城市音频分类方法 [发明],本申请实施例是关于一种基于残差计算的卷积神经网络的城市音频分类方法。该方法包括：构建城市音频分类模型；对城市音频数据进行数据增强，并将数据增强后的城市音频数据划分为训练集和测试集；分别对训练集和测试集进行处理，以得到训练集音频特征和测试集音频特征；将训练集音频特征送入城市音频分类模型中进行训练，得到训练后的城市音频分类模型；将测试集音频特征送入训练后的城市音频分类模型中进行训练，以对测试集音频特征进行分类，并根据测试集音频特征的分类结果对测试集进行分类。本申请实施例能够有效解决传统深度学习神经网络对城市音频分类精度不高的问题，在提升计算效率的同时，提升了城市音频的分类精度。
G10L15/06  ,训练数据的确定方法、服务器及计算机可读存储介质 [发明],本申请公开一种训练数据的确定方法，所述方法包括：获取原始训练数据，获取增强训练数据，融合原始训练数据与增强训练数据，从而得到目标训练数据。如此，在本申请实施方式中，服务器可获取由第二类型的结构化数据所构成的增强训练数据，进而将增强训练数据与原始训练数据融合，从而实现原始训练数据的增强以得到目标训练数据，进而通过目标训练数据进行大语言模型的训练，在一定程度使得大语言模型的结构化数据处理能力得以保障。
G10L17/14  ,一种基于语音信号的催收对象识别方法与系统 [发明],本发明提供一种基于语音信号的催收对象识别方法与系统，属于语音识别技术领域，具体包括：基于语音机器人进行催收对象的催收得到历史催收记录，基于历史催收记录进行催收对象的催收接通率的确定，并结合催收对象的催收次数以及不同的未接通次数的问题类型进行催收对象的催收接通概率的确定，并当催收对象的催收接通概率满足要求时，至少基于催收对象的不同的可信催收次数之间的语音相似度以及问题评估量、语音不一致催收次数、问题催收次数以及催收接通概率进行问题催收对象以及催收处理顺序的确定，提升了语音机器人的催收对象的催收触达率和催收效率。
G06F3/01  ,一种基于多模态大语言模型的人机交互系统及方法 [发明],本发明属于人工智能相关技术领域，并公开了一种基于多模态大语言模型的人机交互系统及方法。该系统包括智能视觉交互模块和智能语音助手模块，智能视觉交互模块包括图像采集单元、图像处理单元和图像显示单元，图像采集单元用于采集图像和预处理，图像处理单元将采集的图像进行特征提取，显示单元用于提取的特征以文本的形式显示在显示屏上；智能语音助手模块包括声音采集单元、语音处理单元和语音输出单元，声音采集单元用于采集声音和预处理，语音处理单元用于接受来自语音并进行处理获得相应的输出答案，语音输出单元用于进行语音输出，实现与用户的实时沟通。通过本发明，解决智能系统不能进行语音和视觉等多模态的智能人机交互的问题。
G10L13/10  ,基于语音韵律的语音合成模型训练方法及语音合成系统 [发明],本申请提供一种基于语音韵律的语音合成模型训练方法及语音合成系统，通过将训练文本输入先验编码器，得到文本特征编码，再将文本特征编码和训练语音输入韵律编码器，得到韵律编码，然后将训练语音对应的线性谱输入后验编码器中，得到音频隐变量，并通过时序对齐模块对齐训练文本、韵律编码和音频隐变量的时序序列，得到合成语音编码，通过解码器解码合成语音编码，得到训练合成语音，再计算训练合成语音的训练损失，以判断语音合成模型的收敛程度。本申请通过训练文本和训练语音获得韵律编码，并通过时序对齐将韵律编码融入合成语音编码中，使生成的合成语音能贴合人物语音的韵律特征，在语音样本不足的情况下，提高合成语音的韵律相似度。
G10L25/57  ,说话人定位方法、装置、电子设备及存储介质 [发明],本申请提供了一种说话人定位方法、装置、电子设备及存储介质。本申请通过，获取影视作品中的多句待匹配台词；针对每句待匹配台词，获取所述待匹配台词对应的音频序列及至少一条人脸序列，其中，每条人脸序列中仅包含一个人物的人脸；在至少一条人脸序列中确定所述音频序列对应的目标人脸序列，其中，所述目标人脸序列包含的人物为所述待匹配台词对应的说话人；基于对应的目标人脸序列从多句所述待匹配台词中确定至少一句目标台词；基于每句目标台词对应的音频序列和目标人脸序列，对所有目标台词进行分组，得到至少一个台词分组，其中，每个台词分组中包含的目标台词对应同一个说话人。由此提高说话人定位的效率。
G10L13/08  ,语音合成方法、装置、计算机设备和存储介质 [发明],本申请涉及一种语音合成方法、装置、计算机设备、存储介质和计算机程序产品，涉及人工智能技术领域。所述方法包括：获取第一语音数据库和第二语音数据库；根据第一语音数据库和第二语音数据库构建基元模型，并在问题集的指导下对基元模型进行训练，得到初始模型库；对初始模型库中的基元模型进行自适应训练，得到至少两个说话对象对应的均音模型；采用第二语音数据库中的目标说话对象的情感语料信息，对均音模型中的说话对象进行自适应变换，得到目标语音合成模型。采用本方法能够提升合成语音自然度。
G10L21/0208  ,回声消除方法、装置、电子设备及存储介质 [发明],本申请提供一种回声消除方法、装置、电子设备及存储介质，其中，所述方法包括：对接收的音频信号进行变换，得到频域信号；将所述频域信号输入预设的神经网络模型，获取所述神经网络模型输出的卡尔曼滤波参数；使用所述卡尔曼滤波参数及预设的卡尔曼滤波模型对所述频域信号进行处理，得到处理信号；将所述处理信号转换为处理音频信号，通过神经网络模型对卡尔曼滤波模型的参数进行预测，利用预测的参数和卡尔曼滤波模型对语音数据进行回声消除，有效提升了回声消除效果，对于回声路径有变化的环境的响应更为及时并且具有更强的鲁棒性。此外，本申请的方法计算复杂度低，实时性高。
G10L25/51  ,重叠人声检测模型的训练方法、重叠人声检测方法及装置 [发明],本申请实施例提供了一种重叠人声检测模型的训练方法、重叠人声检测方法及装置，涉及音频检测和音频处理技术领域。所述重叠人声检测模型的训练方法包括：获取重叠人声检测模型的训练样本集，训练样本集中包括至少一个训练样本，每个训练样本包括一段歌曲音频以及歌曲音频对应的重叠人声标注结果；通过重叠人声检测模型输出歌曲音频对应的重叠人声检测结果，重叠人声检测结果用于指示歌曲音频中的各个帧分别对应的重叠人声概率值；根据重叠人声检测结果和重叠人声标注结果之间的差异，对重叠人声检测模型的参数进行调整，得到训练后的重叠人声检测模型。采用本申请实施例提供的技术方案，能够提高对歌曲音频中的重叠人声的检测准确率。
G10L15/06  ,基于LORA微调辅助的语音唤醒快速自适应方法 [发明],本发明公开了基于LORA微调辅助的语音唤醒快速自适应方法，通过训练得到一个通用的音素识别模型，对输入音频进行初步的音素序列分类；并在唤醒词通用训练集上对音素识别模型进行微调，快速提高识别模型的唤醒词识别能力；进一步地，基于客户提供的目标唤醒词语料，使用LORA训练的方法进行模型的部分参数微调，使得模型快速提高目标关键词唤醒的自适应能力。本发明在现有唤醒水平的基础上依照客户的具体唤醒词与唤醒环境的需求，利用少量的目标域数据进行快速高效的模型微调训练，使得模型可以在短时间内适应目标域的实际应用场景，在短时间低成本内实现唤醒模型的实际应用效果的提升。
G06F18/25  ,一种AI情绪可视化识别方法 [发明],本发明涉及智能交互技术领域，且公开了一种AI情绪可视化识别方法，包括以下步骤：1)首先，进行图像和语音数据采集，生成图像数据模型和语音数据模型；2)图像信息处理，对图像数据模型进行特征提取处理，获取其中的表情特征和动作特征；3)图像情绪识别，基于表情特征确立所述图像数据中映射的情绪类型，并基于所述动作特征确定所述图像数据中对应的情绪强度。该AI情绪可视化识别方法，可对图像和音频进行分析处理，得出情绪分析结果，并将图像情绪识别的结果和语音情绪识别的结果进行加权融合处理，达到相互印证的目的，以确定处最终的情绪识别结果，得出精确的情绪分析报告，此种方式能够有效排除干扰项，识别出准确度高的真实情绪。
G10L13/02  ,注音方法、装置、语音合成系统、存储介质及电子设备 [发明],一种注音方法、装置、语音合成系统、存储介质及电子设备。所述方法包括：当待注音词条为普通话非多音词词条时，查询目标方言引擎发音词典，得到与所述待注音词条匹配的第一词面；所述目标方言引擎发音词典包括：普通话词条及方言词条，至少部分普通话词条中包括对应方言词条的索引信息；确定所述第一词面所在的普通话词条是否存在对应的方言词条；当存在对应的方言词条时，获取所述对应的方言词条中音素序列信息，作为所述待注音词条指派的音素序列信息并输出。采用上述方案，可以提高文本分析阶段所输出音素序列的准确性。
G06V10/25  ,难例挖掘方法、装置、电子设备及存储介质 [发明],本申请提供了一种难例挖掘方法、装置、电子设备及存储介质。包括：获取基础定位模型及所述基础定位模型对应的测试数据集；利用所述基础定位模型对多个所述测试数据进行分组，得到多个第一数据分组；针对每个第一数据分组，基于所述第一数据分组中的音频数据从所述第一数据分组中的多个测试数据中确定好例数据和难例数据；利用所述好例数据优化所述基础定位模型，得到更新定位模型；利用所述更新定位模型对多个所述难例数据进行分组，得到多个第二数据分组；针对每个第二数据分组，基于所述第二数据分组中的音频数据和视频数据，从所述第二数据分组中的多个难例数据中确定目标难例数据。由此实现对难例数据的智能挖掘。
G10L21/007  ,一种基于音高的语音转换模型训练方法及语音转换系统 [发明],本申请提供一种基于音高的语音转换模型训练方法及语音转换系统，通过先验编码器输出音频特征编码，并通过音高提取模块提取音高特征。然后将参考语音对应的线性谱输入至所述后验编码器中，得到音频隐变量。并将音频特征编码和音高特征拼接得到的语音拼接特征和音频隐变量输入至时序对齐模块，得到转换语音编码，并通过解码器解码转换语音编码，得到转换后的语音。再计算转换后的语音的训练损失，以判断语音转换模型的收敛程度。本申请通过音高提取模块提取参考语音的音高特征，并与音频特征编码进行拼接对齐，使转换后的语音的音高特征更加接近真实人物的语音，提高转换后的语音的音高相似度。
G10L25/57  ,说话人定位方法、装置、电子设备及存储介质 [发明],本申请提供了一种说话人定位方法、装置、电子设备及存储介质。本申请通过，获取影视作品中的多句待匹配台词；针对每句待匹配台词，获取所述待匹配台词对应的音频序列及视频序列，其中，所述视频序列中包含至少一条人脸序列，每条人脸序列中仅包含一个人物的人脸；基于所述音频序列和所述视频序列，提取所述待匹配台词对应的序列融合特征；基于所述序列融合特征，在所述视频序列包含的至少一个人物中确定目标人物，其中，所述目标人物为所述待匹配台词对应的说话人。通过本方案，可以基于待匹配台词对应的音频序列及视频序列，确定该待匹配台词对应的说话人，由此实现智能对影视作品中台词和说话人的匹配，从而提高说话人定位效率。
G10L21/0224  ,一种噪声源自动解析与追踪方法 [发明],本发明公开了一种噪声源自动解析与追踪方法，所述自动解析与追踪方法包括以下几个步骤：第一步，进行噪声信号的获取，通过音频采集设备将噪声的信号进行获取，对噪声信号进行多次采集；第二步，将信号进行过滤筛选，通过对比和筛选将噪声信号进行分组保留；第三步，构建数据库，将噪声信号的时域波形与噪声类型进行整合。本发明一种噪声源自动解析与追踪方法，在使用时先通过采集设备将噪声信号多次进行采集，并将多次采集的噪声信号中所采集的声波信息进行筛选，将多次采集后同时拥有的声波信息按照不同的声波频率进行分组保存，将采集到只存在某一次的声波信息进行去除，从而避免出现因重叠信息导致得到的结果出现错误。
G10L15/20  ,一种计算机语音识别设备 [发明],本发明涉及语音识别技术领域，尤其为一种计算机语音识别设备，包括主体、数据线、音频解码器和语音信号处理芯片，所述主体包括壳体，所述壳体的内侧开设有安装口，所述壳体的内侧开设有槽位，所述槽位的外侧开设有轨槽，所述安装口的内侧安装有收音模块，所述收音模块包括连接管，所述连接管的内侧固定连接有固定架，所述固定架的内侧安装有麦克风收音头，所述连接管的外侧固定连接有集音管，所述集音管的内侧开设有出液口，所述集音管的内侧固定连接有挡条，本发明中，通过设置的收音模块、降温模块、集液箱等结构实现了语音识别设备在保证语音接收不受外部环境音影响的前提下，可以对语音时呼出的水蒸气进行提前处理的能力。
G01L5/24  ,基于特征掩蔽网络的螺栓松动检测方法、装置、介质 [发明],本申请涉及铁塔检测领域，公开了一种基于特征掩蔽网络的螺栓松动检测方法、装置、介质，包括：获取声音检测信号，并对声音检测信号进行特征编码操作，以获取初始特征信息；利用特征掩蔽网络对初始特征信息进行掩蔽处理，以获取目标特征信息；利用事件分类器对目标特征信息进行分类处理，以根据分类结果判断是否存在螺栓松动事件。本申请采用声信号检测法，无需设置大量传感器，降低了检测系统成本。并通过特征掩蔽网络对特征信息进行掩蔽处理，以消除声音检测信号中的干扰信号，获取目标特征信息，从而更准确的判断螺栓是否松动。采用Sigmoid函数作为特征掩蔽网络的激活函数，提高不同特征的区分度，进一步提高检测结果的准确性和可靠性。
G16H50/30  ,一种基于语音识别和动作分析的呼吸行为习惯监测系统 [发明],本发明涉及呼吸行为习惯监测技术领域，具体公开一种基于语音识别和动作分析的呼吸行为习惯监测系统，该系统包括设置呼吸行为习惯数据采集模块、呼吸行为习惯数据分析模块、面部特征数据采集分析模块、数据整合处理云端和呼吸习惯数据库，本发明通过对人员的呼吸行为习惯进行分析，有助于实时监测和评估个体的呼吸行为习惯问题，有助于为人员提供个性化的改善建议，通过对人员的呼吸行为习惯进行分析并生成人员的呼吸习惯调节管理标签进行智能提醒，有助于人员及时发现潜在的呼吸行为习惯问题，从而采取相应的维护措施，避免潜在呼吸行为习惯问题的进一步恶化。
G10L15/22  ,基于生成对抗网络的语音唤醒方法、装置及存储介质 [发明],本申请公开了一种基于生成对抗网络的语音唤醒方法、装置、存储介质、电子设备及计算机程序产品，该方法包括：获取待识别的目标语音数据；对目标语音数据进行声学特征提取，得到目标声学特征；将目标声学特征输入语音识别模型中进行处理，语音识别模型包括解码器和已训练的生成对抗网络，生成对抗网络包括生成器和第一判别器，生成器用于根据目标声学特征生成目标编码特征；第一判别器用于根据目标编码特征输出第一判别结果；解码器用于根据预设唤醒词对目标编码特征进行解码，并输出解码分数；根据第一判别结果和解码分数，进行车载语音系统的唤醒操作，从而无需用户手动操作即可唤醒车载语音系统，简化了唤醒流程，用户体验感好。
H04L9/40  ,基于人工智能的网络安全等级保护测评方法、系统及装置 [发明],本发明涉及一种基于人工智能的网络安全等级保护测评方法、系统及装置，包括构建基于深度学习和知识图谱的网络安全等级保护模型、设计基于智能语音交互的安全管理和设备配置扫描方法、构建人工智能驱动的网络安全等级保护评级与决策系统、设置网络安全情报系统，通过将人工智能技术应用在网络安全等级保护测评领域，实现网络安全等级保护测评流程的智能化和自动化，有效减少人工干预和操作，降低测评成本，提高测评效率和准确率。
G10L25/30  ,一种环境噪声识别方法、系统、设备和介质 [发明],"本发明涉及声音识别技术领域，公开了一种环境噪声识别方法、系统、设备和介质。本发明将原始音频数据划分为有标签的源域原始音频数据和无标签的目标域原始音频数据；构建包括对比学习网络、对抗训练学习网络和分类识别网络的音频识别网络模型；将每个音频数据转换为对应的声谱图组并进行特征提取，得到特征向量组；根据特征向量组在源域和目标域对对比学习网络和对抗训练学习网络进行训练，并根据源域特征向量组对所述分类识别网络进行标签的分类识别训练，得到训练好的音频识别网络模型；通过训练好的音频识别网络模型对环境噪声进行识别分类。本发明降低了数据标记的成本,提高了环境噪声分类的准确性，提高了模型的泛化能力。"
G10L17/02  ,一种基于语音单元的声纹识别方法及装置 [发明],本发明主要涉及声纹识别技术领域。为了解决现有的语音识别技术由于文本信息的变化是使得同一说话人的不同语音识别率不一致的问题，本发明提供一种基于语音单元的声纹识别方法及装置，所述方法包括：提取输入语音的帧级别特征；预测语音的帧级别特征对应的语音单元的个数以及每个语音单元包含的帧级别特征；将每个语音单元包含的帧级别特征进行融合，得到语音单元特征；将语音单元特征进行融合，得到说话人声特征；根据说话人声特征计算说话人声语音向量的相似度，判断输入的语音是否属于已注册的说话人的语音。
G10L21/0316  ,音频信号处理方法、装置、车辆及存储介质 [发明],本公开涉及一种音频信号处理方法、装置、车辆及存储介质，涉及车辆技术领域，该方法包括：获取车辆内的模拟声浪对应的声浪音频信号，模拟声浪是车辆播放目标音频信号产生的声浪。根据声浪音频信号和目标音频信号，确定修正频响关系。根据修正频响关系调整目标音频信号。本公开根据从环境中获取的模拟声浪对应的声浪音频信号，对车辆播放目标音频信号进行修正，使得目标音频信号能够灵活地适应于各种不同的环境，能够保证车辆在不同的环境中都能稳定输出较为理想的模拟声浪，提高了生成模拟声浪的灵活性和稳定性。
G10L17/22  ,人机交互的方法、装置和设备 [发明],本申请提供一种人机交互的方法、装置和设备，所述方法用于机器人与用户之间的互动，包括：检测所述用户是否朝向所述机器人；在所述用户朝向所述机器人的情况下，获取所述用户的语音信息；根据所述语音信息确定所述用户的语音是否针对所述机器人；在所述用户的语音是针对所述机器人的情况下，确定所述用户有与所述机器人进行语言交互的意愿。相比于通过用户说出唤醒词来表达其语言意图的方式，提升了语音交互的连贯性，并且由于在理解用户的语意之前，先检测用户是否朝向机器人，并在用户朝向机器人的情况下才对用户的语音信息进行收集分析，在一定程度上避免了对用户语音的过度解析。
G10L15/20  ,车辆座舱的语音唤醒方法、装置及车辆 [发明],本申请涉及一种车辆座舱的语音唤醒方法、装置及车辆，该方法包括：获取车辆座舱内的用户语音信号，对用户语音信号进行滤波，获得残差语音信号和中间语音信号，根据残差语音信号和中间语音信号生成目标语音信号，采用目标语音信号对车辆座舱进行唤醒。本申请提供的方案，能够降低语音识别和语音唤醒的难度，提高语音唤醒的准确度和用户体验感。
H04N21/854  ,多媒体处理方法及装置 [发明],本申请实施例提供一种多媒体处理方法，所述方法包括：获取目标对象对应的个性化素材库，其中，所述个性化素材库根据目标对象的历史使用素材和/或实时使用素材得到，所述历史使用素材或所述实时使用素材从通用素材库中得到；在接收到目标多媒体输入的情况下，对所述目标多媒体进行分析，确定与所述目标多媒体对应的目标标签；根据所述目标标签在所述个性化素材库中确定并返回目标素材，以根据所述目标素材和所述目标多媒体生成目标视频。本申请实施例提供的多媒体处理方法，可以使视频剪辑创作者从个性化素材中快速选择想要的素材，提高视频创作的效率。
G10L17/06  ,说话人的语音识别方法、系统、电子设备及存储介质 [发明],本发明公开了一种说话人的语音识别方法、系统、电子设备及存储介质。该语音识别方法包括：获取目标音频，并对所述目标音频进行语音识别处理，得到目标文本；根据语义对所述目标文本进行断句处理，得到至少两个子句文本；对所述子句文本对应的子句音频进行声纹识别，得到所述子句音频的声纹信息；根据所述子句音频的声纹信息以及所述子句文本与当前场景的关联度确定所述子句音频对应的说话人是否为主说话人。通过对音频进行声纹信息识别和场景主题相关度的识别，判断音频对应的说话人是否为主说话人，解决了旁边人说话的干扰问题，提高了语音对话中的交互舒适度。
G10L15/06  ,语音识别方法、系统、设备及存储介质 [发明],本发明提供了语音识别方法、系统、设备及存储介质，该语音识别方法包括：将音频数据输入声学模型，输出语音识别结果，语音识别结果包含由单字组成的兴趣点词及其声学得分；在语音识别结果中的至少一个目标单字具有同音字的情况下，对目标单字的识别结果进行同音字声学得分增强，以缩小目标单字与同音字之间的声学得分分差；利用增强后的目标单字的识别结果更新语音识别结果，使用语言模型对更新后的语音识别结果进行打分，输出兴趣点识别结果。本方法能够通过拉近语音识别后单字及其同音字的声学得分，从而在最终与语言模型结合时给出更精确答案。
G10L25/60  ,一种音频测试分析方法 [发明],本发明涉及音频测试技术领域，具体为一种音频测试分析方法，包括步骤如下：S1.音频基础参数采集；S2.音频基础参数质量分析；S3.信噪比分析；S4.音频失真数据采集；S5.音频失真数据分析；S6.音频标准性分析；S7.音频设备质量分析，本发明通过对音频的音频基础参数分析得到音频的质量系数，通过音频的平均功率、噪声音频的平均功率分析得到音频的信噪比，根据削波失真的时长占比、音频频率段的平均幅度偏差、主频率的谐波总和得到音频的失真程度，同时结合音频识别的标准程度综合分析得到音频综合质量指数，可以量化地反映音频质量的优劣，便于有效改善音频的质量，提高声音的清晰度和音质，获得更为一致和高质量的音频输出。
G10L25/51  ,一种音频采集设备的测试方法、装置及相关设备 [发明],本申请涉及车载配件测试技术领域，尤其涉及一种音频采集设备的测试方法、装置及相关设备。方法包括：获取由音频采集设备对预置语音进行采集后得到的采集语音；针对所述采集语音进行语音识别，得到识别语句；确定所述识别语句与对应的预置语句之间的语句长度差值以及差异文字数量；所述预置语句为所述预置语音对应的文本内容；根据所述语句长度差值、所述差异文字数量以及预设标准，确定所述音频采集设备是否通过测试。本申请能够解决现有的MDVR音频采集设备的测试由于依赖人工测听，导致测试结果误差大以及无法反映音频采集设备的采集性能的技术问题。
G10L17/04  ,声纹识别方法、装置、电子设备及存储介质 [发明],本申请提供一种声纹识别方法、装置、电子设备及存储介质，涉及计算机的技术领域。声纹识别方法，包括：获取待检测音频信号；提取所述待检测音频信号的STFT特征；将所述STFT特征输入预先训练好的VAD模型中，得到表征所述待检测音频信号为人声的概率值；当所述概率值大于预设阈值的情况下，基于所述概率值、所述概率值对应的STFT特征以及预先训练好的声纹识别模型，得到表征声音对象的输出结果。本方案仅需要对待检测音频信号提取一次特征，声纹识别模型的输入数据由VAD模型输出的概率值和STFT特征融合得到。相较于现有技术中需要分别提取两次特征的方式，本方案能减少提取特征的次数。
G06V20/50  ,场景识别方法、模型训练方法、装置以及电子设备 [发明],本申请实施例公开了一种场景识别方法、模型训练方法、装置以及电子设备，方法包括：通过第一网络模型获取待识别数据的第一特征向量，待识别数据为图像模态或者语音模态的数据；获取多个候选场景各自的第二特征向量；将多个候选场景各自的第二特征向量中，与第一特征向量的相似度满足目标相似条件的第二特征向量作为目标特征向量；将目标特征向量所对应的候选场景，作为待识别数据对应的场景。从而通过上述方式使得在需要增加新的候选场景时，可以仅需要增加该新的候选场景对应的场景描述数据，并通过第二网络模型进行转换以得到对应的第二特征向量即可使得该新的候选场景能够进行识别，从而实现了更加简便的扩展可进行识别的场景。
G10L19/00  ,一种无线抗干扰传输音频的方法 [发明],本发明公开了一种无线抗干扰传输音频的方法，通过音频发送端采集音频设备Soundbar的待传输音频数据，并对从音频设备Soundbar获取的待传输音频信号进行编码获取音频数据包；通过对待传输音频信号进行编码加密处理后，来无线收发音频数据，提高了传输数据的稳定性且防止丢包率的出现；根据通信机制通过音频接收端对音频数据包进行解码播放，将音频数据通过打包后整体发送，接收设备接收到数据包后直接解码，减少了数据重组的时间，有效降低了时延，同时也提升了数据的安全性，减小了外界无线的干扰，提高了音频数据传输连接的稳定性。
