IPC主分类,发明名称,摘要
G16C20/10  ,一种含硫气田站场金属管材内腐蚀失效脆弱性评价方法 [发明],一种含硫气田站场金属管材内腐蚀失效脆弱性评价方法，首先，收集并分析含硫气田站场有关天然气、金属管道的基本参数；建立电化学腐蚀失效脆弱性评价耦合定量计算公式；建立环境敏感开裂腐蚀失效脆弱性评价耦合定量计算公式。其次，根据电化学腐蚀失效脆弱性评价耦合定量计算公式和环境敏感开裂腐蚀失效脆弱性评价耦合定量计算公式建立金属管材内腐蚀失效脆弱性评价耦合定量计算公式。最后，根据计算结果评价并验证金属管材内是否存在内腐蚀失效脆弱性。本发明能够从硫化氢腐蚀环境、管材和应力三方面因素进行耦合，全面、客观、系统地评价含硫气田站场金属管材内腐蚀失效脆弱性，并对其进行定量评价。
G01N3/08  ,一种合金材料力学性能的检测方法 [发明],本发明提供了合金材料力学性能的检测方法，属于合金材料力学性能检测领域。该方法包括：建立原始数据集、对原始数据进行预处理、判断点连通性等步骤。现有技术主要是通过力学实验检测合金材料力学性能，具有工序复杂，需要进行破坏试验、耗费时间及成本高等缺点。此外，由于影响材料力学性能的参数较多，若要通过计算模拟实现对合金材料力学性能的检测，较难选取有效参数并建立影响关系。本发明在未对合金材料进行破坏性实验的情况下，通过大数据选取合金材料力学性能的有效参数，并选用群论等数学工具，克服现有技术难以对有效参数进行判定的技术瓶颈，建立相关参数与合金材料力学性能的对应关系，实现对合金材料力学性能的精准检测。
G16C60/00  ,一种基于GA-ELM算法的纳米纤维平均直径预测方法 [发明],本发明公开了一种基于GA‑ELM算法的纳米纤维平均直径预测方法。在本发明中，包括以下特征：将静电纺丝工艺参数与平均纳米纤维直径作为训练样本，建立GA‑ELM预测纳米纤维直径模型，利用GA‑ELM算法实现对纳米纤维直径高效率，低成本的预测；直接将所需要预测的参数输入到已训练好的模型中，便可得到对应的纳米纤维直径预测值。本发明将遗传算法和极限学习机相结合的GA‑ELM模型，采用遗传算法对极限学习机的输入层权值和隐含层阈值进行优化，避免了输入层权值w和隐含层阈值b随机性对ELM预测精度的影响，提高了预测纳米纤维直径的准确率。
G16C60/00  ,基于机器学习的核材料热输运性质原子级预测方法及系统 [发明],本发明公开了基于机器学习的核材料热输运性质原子级预测方法及系统，属于模拟仿真技术领域。通过获取所需数据并识别为体系特征，通过网络获取数据集并进行分析处理，基于机器学习方法训练得到预测模型；初始化体系模型，在高剂量辐照损伤情形下进行热力学弛豫模拟、热差模拟；在模拟过程中，提取体系特征值并将其代入预测模型中，得到并计算体系热力学性质的预测结果，输出材料热导率；最后将体系信息和体系热力学性质的预测结果可视化。系统包括数据搜寻模块、训练模块、仿真模拟模块和结果输出模块。本发明简化了基于分子动力学对辐照损伤情形下核材料热输运性质的计算过程，解决了相关研究周期长、效率低的问题，并实现结果的可视化。
G16C60/00  ,基于深度学习的原子尺度高剂量辐照损伤预测方法及系统 [发明],本发明公开了基于深度学习的原子尺度高剂量辐照损伤预测方法及系统，属于仿真模拟技术领域。通过获取数据，并进行数据预处理；构建基于深度学习的预测模型并进行测试和调整；据体系建立相关参数和势函数，对原子体系进行初始化作用力和弛豫操作；根据预测模型预测弗兰克尔缺陷对的数量和位置，根据预测模型选择一个晶格原子和一个间隙位置，将选定的原子放置在新位置；进行能量最小化；迭代原子间作用力，更新原子位置；分析结果并将结果进行可视化操作。系统包括学习预测模块、模拟仿真模块和分析模块。本发明在节约计算成本的前提下，提升了高剂量辐照结果的科学性，减少了计算的时间复杂度，优化了高剂量辐照损伤模拟仿真步骤。
G01N23/2206  ,一种分析负极材料中磁性异物来源的方法 [发明],本发明公开了一种分析负极材料中磁性异物来源的方法。该方法包括：S1、将从负极材料中提取的磁性异物进行形貌分析和元素分析，获得负极材料中磁性异物的形貌谱图和元素谱图；S2、将从负极材料中提取的磁性异物的形貌谱图和元素谱图中获取的形貌信息和元素信息与负极材料的生产环境要素的形貌谱图和元素谱图的图库进行比对，判断获取的形貌信息和元素信息是否均相同：若两者均相同，确定该生产环境要素为负极材料中磁性异物的来源；若两者均不同或只有一个相同，确定该生产环境要素可能不是负极材料中磁性异物的来源。本发明提供的方法针对性强，排查结果可靠，可准确识别生产过程中磁性异物的来源渠道，提高负极材料的品质。
H02J13/00  ,一种基于精密测量技术的配电网线路态势感知方法 [发明],本发明涉及线路态势感知技术领域，具体公开一种基于精密测量技术的配电网线路态势感知方法，该方法包括：获取线路工作区域的环境参数进行分析，并匹配传感器数据修正因子；对配电网线路态势进行感知分析，并对异常态势进行警示反馈。本发明通过收集配电网线路工作区域的环境参数，分析环境因素对传感器收集数据的干扰程度，由此对传感器收集的数据进行修正，提高传感器收集数据的精确性，并通过监测开关柜内部的气体异常程度和声光异常程度，反映开关柜内部的局部放电程度，由此评估开关柜设备的绝缘缺陷的特性和损坏程度，降低电力运输安全隐患，同时对线路稳态电流和暂态电流进行监测，判断线路的负载状况，并对线路异常情况进行反馈，提高电力系统的安全性和稳定性。
G16C60/00  ,基于随机场模拟的腐蚀构件批量分析以及数据处理的方法 [发明],本发明提出基于随机场模拟的腐蚀构件批量分析以及数据处理的方法，属于一种通过二次开发的方法对随机场模拟的腐蚀构件进行性能分析以及数据处理的方法；本发明基于Python对Matlab‑ABAQUS软件进行二次开发，一方面实现了对随机场方法模拟得到的腐蚀构件进行力学性能分析，另一方面还可以实现批量操作，可以对模拟得到的腐蚀构件进行批量力学性能分析、后处理数据提取以及统计分析；本发明该方法的实现将会提高随机场模拟方法的效率，也能为腐蚀结构性能劣化预测分析以及后期结构的维护策略制定提供帮助。
G06F30/20  ,考虑降温速率的金属材料本构模型构建方法及装置 [发明],本发明提供一种考虑降温速率的金属材料本构模型构建方法及装置。该方法包括：在多个不同的试验温度下，对金属材料进行等温单轴拉伸试验，获取第一试验数据；基于第一试验数据确定第一基础模型的未知参数，确定拟合的高温本构模型；按照至少一个降温速率进行非等温单轴拉伸试验，获取第二试验数据；基于拟合的高温本构模型和第二试验数据，获取多个真实塑性应变‑应力差值数据对；基于多个真实塑性应变‑应力差值数据对和即时温度确定第二基础模型的拟合参数，确定拟合的应力差值模型；基于拟合的高温本构模型和拟合的应力差值模型，得到金属材料本构模型。本发明构建的本构模型考虑了降温速率，能更精准描述热冲压过程中材料的流变行为。
G16C60/00  ,变厚度蒙皮的纤维增强复合结构拓扑优化设计方法及系统 [发明],本发明属于材料结构优化相关技术领域，其公开了一种变厚度蒙皮的纤维增强复合结构拓扑优化设计方法及系统，方法包括：对带有外蒙皮的纤维增强复合结构进行网格划分，并定义表征网格中填充材料的两组布尔参量；对两组布尔参量进行处理获得第一衍生变量和第二衍生变量以及杨氏模量；采用杨式模量对材料的刚度矩阵进行修正获得全局刚度矩阵和全局的结构位移矩阵；基于结构位移矩阵获得每个单元的过滤半径变量场；获得每个单元纤维材料的局部体积分数以局部体积约束和整体体积约束为约束并以结构柔度为目标函数进行迭代优化获得复合结构的结构参数。本申请可以实现同时考虑蒙皮材料、基体材料和纤维材料的并行优化。
A61K36/00  ,一种中药材破壁颗粒及其制备方法和应用 [发明],本发明涉及一种中药材破壁颗粒及其制备方法和应用，所述中药材破壁颗粒通过药材炮制、粉碎、灭菌、破壁粉碎、混合与水分平衡、制粒、筛分等步骤得到，采用该制备方法得到的破壁颗粒松紧度适中，可压性好，收率高，且较大程度的保留了中药材原料成分和含量，本发明的中药材破壁颗粒制备过程中无溶剂残留，无辅料添加，安全性能高，颗粒均一性好，溶散快，符合药典标准，本发明解决含糖高、易吸潮的中药材无法进行湿法制粒的技术难题，且本发明的中药材破壁颗粒加工过程简单，生产成本低，颗粒收率高，实现了干法制粒的连续、放大生产，应用前景广泛。
A61K36/481  ,一种黄芪破壁颗粒及其制备方法和应用 [发明],本发明涉及一种黄芪破壁颗粒及其制备方法和应用，所述黄芪破壁颗粒通过药材炮制、灭菌、粉碎、破壁粉碎、混合与水分平衡、制粒、筛分等步骤得到，采用该制备方法得到的黄芪破壁颗粒充分保留了黄芪药材中的多糖、黄酮、皂苷、挥发性等药用成分，极大地减少了药用成分的损失和破坏，提高了黄芪药材原料的利用率，同时，本发明的制备方法无需添加乙醇等溶剂以及相关制粒辅料，即可得到松紧度适中、可压性很好的破壁粉体，提高了黄芪制粒的稳定性、安全性和收率，且制备的黄芪破壁颗粒均一性好，溶散快，符合药典标准，可实现连续、放大生产。
G16C20/30  ,一种微纳米油藏表面润湿性影响流体赋存的分析方法 [发明],本发明基于分子动力学模拟技术，旨在研究页岩微纳米尺度条件下表面润湿性对流体(例如水、油和CO＆lt;subgt;2＆lt;/subgt;等)在孔隙内的赋存和分布方式的影响。本发明通过结合实际地质条件构建具有不同润湿性表面的润湿角模型，对比润湿角数据，得出润湿性影响流体赋存的变化规律，阐明页岩润湿性对流体吸附和排斥行为的微观机制；通过分析岩石与流体之间的相互作用和流体的扩散性能，揭示页岩润湿性对流体在孔隙中分布和赋存特征的微观调控作用。本发明可以将得到的模拟结果与实际油气开发结合，对油气储层开发方案提出优化建议，为油气开发领域的技术创新和生产实践提供一定的理论和技术支撑。
C02F1/52  ,水处理多元药剂联动控制方法 [发明],本申请实施例公开了一种水处理多元药剂联动控制方法，包括以下步骤：建立数据库，在待处理废水的设定出水水质参数位于设定阈值时，对待处理废水的设定进水水质参数和设定出水水质参数以及待控制药剂的待控制药剂参数进行第一次数的取样测量，并记录取样测量数据形成数据库，待控制药剂包括至少两种；建立匹配的数据模型；反馈更新数据库，修正数据模型，对更新后数据库中的测量数据进行分析，修正数据模型；重复反馈更新数据库和修正关系式的步骤。本申请实施例能够实现设定进水水质参数、设定出水水质参数和待控制药剂参数的联动控制，避免人工参与和药剂浪费，确保排水稳定连续达标。
G16C20/30  ,一种环保绝缘油变压器冷流特性评估方法 [发明],一种环保绝缘油变压器冷流特性评估方法，属于绝缘油冷流特性评估领域，本发明通过构建优化分子模型、构建绝缘油体系、计算绝缘油密度与自由体积，利用分子动力学模拟，并结合密度、自由体积及相关实验测试，预测绝缘油在极低环境温度下难以通过实验直接测试的物理化学性质，弥补了寒冷环境下研究绝缘油冷流特性的缺点，为预测天然酯绝缘油变压器的冷流特性提供了一种便捷且低成本的方法，有助于寻找具有优异冷流性能的天然酯绝缘油，本发明不仅为提高天然酯绝缘油及其变压器的冷流性能提供了理论途径和指导方向，同时通过评估方法的综合应用，有助于解决天然酯绝缘油及其变压器在寒冷气候环境下应用的技术瓶颈。
G01N21/359  ,一种基于近红外光谱技术的丹参有效成分含量的测试方法 [发明],"本发明涉及一种基于近红外光谱技术的丹参有效成分含量的测试方法。该测试方法包括如下步骤：S1.采用近红外技术采集丹参建模样品的近红外光谱,首先对所述近红外光谱进行预处理，然后再使用iVISSA‑VCPA以及iVISSA‑IVSO混合变量选择法进行特征变量的选择；S2.构建PLSR模型；S3.对丹参未知样品的迷迭香酸、丹酚酸B和丹参酮ⅡA的含量进行预测。该测试方法的模型的运算快，且准确性和稳定性高，能准确有效地预测丹参未知样品中的迷迭香酸、丹酚酸B和丹参酮ⅡA的含量，扩展了近红外技术在中药领域的应用，促进了制药工业的现代化进程。"
G16C20/70  ,一种提升生物炭制备工艺及性能预测效果的系统 [发明],本发明公开了一种提升生物炭制备工艺及性能预测效果的系统，包括：数据聚类评价模块，用于得到多个簇下的有标签数据集；基础预测模型构建模块，用于筛选出基础预测模型；模型性能增强模块，用于导入无标签数据集，判断无标签数据集所属的簇类别，得到同簇无标签数据集，将同簇无标签数据集分批次代入基础预测模型，得到伪标签数据集，对伪标签数据集进行置信度判断，并选择置信度高的伪标签数据更新基础预测模型，循环前述过程直至所有无标签数据集全部筛选完成，得到最优预测模型库。本发明提高了生物炭领域基础预测模型的预测精度，解决了由于未考虑数据种类分布导致预测模型存在偏向性的问题。
G16C20/20  ,一种烘烤烟叶含水量预测方法、介质及系统 [发明],本发明提供了一种烘烤烟叶含水量预测方法、介质及系统，属于烘烤烟叶含水量预测技术领域，包括：获取烘烤过程中摄像机采集的彩色的烟叶图像；输入所述烟叶图像到由完全共享模块、部分共享模块和独立模块构成的散射状网络集成结构；使用完全共享模块提取所述烟叶图像的初始特征；使用部分共享模块提取得到多个分支结构的特征；使用独立模块为每个分支结构单独提取不同的特征；每个分支结构输出一个预测的烟叶含水量；对各分支结构输出的预测含水量进行计算并输出最终烟叶含水量。解决了现有技术在对烘烤烟叶含水量进行预测存在效率低，泛化能力差，对不同烘烤状态的烟叶难以适应；预测结果不稳定，不同特征或模型判断存在较大误差的技术问题。
G16C20/70  ,基于自组织区间二型模糊神经网络的炉膛温度预测方法 [发明],本发明提供了一种基于自组织区间二型模糊神经网络的炉膛温度预测方法，包括：基于IT2FNN构建炉膛温度预测模型，基于参数学习算法对炉膛温度预测模型进行参数学习，基于结构在线自组织算法对炉膛温度预测模型进行网络结构动态调整，根据炉膛温度预测模型的输出值与真实值的偏差对炉膛温度预测模型进行反馈校正，对炉膛温度预测模型进行在线滚动优化。本发明提供的基于自组织区间二型模糊神经网络的炉膛温度预测方法，能够实现炉膛温度预测，便于使用。
G16C20/30  ,咸化湖相页岩典型生烃母质确定模版建立方法和咸化湖相页岩典型生烃母质确定方法 [发明],本发明提供了一种咸化湖相页岩典型生烃母质确定模版建立方法和咸化湖相页岩典型生烃母质确定方法。模版建立方法包括：获取二叠系研究区中位于同一层位、具有相同沉积条件、具有相近的有机质热演化程度的多个咸化湖相页岩样品；确定各样品干酪根类型；确定干酪根类型为I型和II型的各样品的典型生烃母质类型、C28规则甾烷与C29规则甾烷比值和C21‑26饱和烃与C16‑21饱和烃比值；将干酪根类型为I型和II型的各样品投点到以C28规则甾烷与C29规则甾烷比值为横坐标、以C21‑26饱和烃与C16‑21饱和烃比值为纵坐标的坐标系中，确定绿藻型和蓝细菌型样品分界线，得到研究区咸化湖相页岩典型生烃母质确定模版。
G16B15/30  ,一种基于TRIM35和STING的计算机辅助药物筛选方法、系统及设备 [发明],本申请涉及生物信息学领域，具体涉及一种基于TRIM35和STING的计算机辅助药物筛选方法、系统及设备。包括获取STING蛋白、TRIM35蛋白数据；选取所述STING蛋白、TRIM35蛋白复合物的空间结构，确定复合物结合位点作为靶向药物的结合位点；采用计算机辅助筛选药物的方法得到靶向所述结合位点的候选药物。本申请通过计算机虚拟筛选药物，极大地缩短研究周期，节约研究经费，提高研究效率，对于涉及的疾病防治研究具有重要的研究意义。
G06F30/13  ,底板不在同一标高的厂房楼层反应谱的简化计算方法 [发明],"本发明涉及建筑设计技术领域，具体涉及一种底板不在同一标高的厂房楼层反应谱的简化计算方法,包括：根据厂房结构的图纸建立结构模型；在不同标高相差部分的模型空间建立实体单元；对实体单元按其所处位置处实际岩体结构的特性设置材料属性；在底板底标高上，将齐平的结构模型的底面和实体单元的底面上的所有节点设置为和地基土体接触的相互作用点；将地震输入设置在底板底标高。通过本发明可以保证工程结构计算的精确度，和将底板强制拉平的结构方案设计相比，因无需设置结构空间，可以大大降低工程造价；而与埋置结构的计算过程相比，建模及计算时间由两周缩短为3天左右；适用于需要提供楼层反应谱的核电厂房和核化工厂房结构的设计中。"
G06F30/13  ,一种独斜塔斜拉桥施工过程中状态影响规律的确定方法 [发明],本发明公开了一种独斜塔斜拉桥施工过程中状态影响规律的确定方法，涉及斜拉桥技术领域，本发明包括确定独斜塔斜拉桥的桥梁结构、几何参数、材料属性和加载条件，对独斜塔斜拉桥采用无支架多次张拉的施工方案，并对独斜塔斜拉桥的状态进行监测；根据独斜塔斜拉桥的桥梁结构、几何参数、材料属性和加载条件构建桥梁的有限元仿真模型，结合无支架多次张拉的施工方案，对桥体施工过程进行模拟和计算分析；对比桥梁的有限元仿真模型对桥体的施工过程模拟计算分析结果和独斜塔斜拉桥的状态监测数据，分析确定无支架多次张拉施工对独斜塔斜拉桥的斜拉索索力、无应力索长以及桥梁线形和应力的影响规律；经过验证，本发明可以准确的分析施工对独斜塔斜拉桥影响规律。
G16C60/00  ,弹性薄膜的力致变色自修复预测方法及系统 [发明],本发明提供了弹性薄膜的力致变色自修复预测方法及系统，涉及数据处理技术领域，方法包括：获得弹性薄膜制备材料信息、弹性薄膜制备条件信息，根据硬链段单体类型、软链段单体类型、力致变色自修复交联剂类型和引发剂类型，训练力致变色自修复性能评价通道后，接收第一摩尔比、第二摩尔比、第三摩尔比、聚合温度时序信息和聚合材料添加时序信息进行映射，生成力致变色预测灵敏精度和自修复预测力学强度添加进弹性薄膜力致变色自修复预测性能信息。解决现有技术中力致变色自修复性能需要通过大量实验进行验证分析，导致自修复性能测试效率低的技术问题，实现先验自修复性能后根据预测结果直接实验测试，减少实验数量提高自修复性能测试效率。
G16C20/20  ,一种太赫兹数据库定量分析方法及系统 [发明],本发明涉及太赫兹数据库定量分析技术领域，具体公开了一种太赫兹数据库定量分析方法及系统，该方法包括：获取待分析样品的光谱数据和分子结构，对光谱数据进行处理获得目标数据；根据待分析样品分子结构构建数据索引式，提取数据库中对应标准分子结构光谱数据；基于数据库中各分子结构光谱数据，建立拟合模型。通过对比拟合模型与目标数据的光谱关系，判断其一致性。若匹配，拟合模型的分子结构比例即视为待分析样品的比例；若不匹配，对拟合模型进行调整，直至光谱数据与目标数据相一致。通过光谱数据分析、建模、拟合以及迭代优化，实现了对待分析样品内部分子结构比例的精确定量分析，为复杂样品的化学成分分析提供了快速可靠的解决方案。
G16C10/00  ,一种高效计算地下水污染失效概率的预条件子集模拟方法 [发明],本发明公开了一种高效计算地下水污染失效概率的预条件子集模拟方法，包括以下步骤：通过序贯高斯生成N个地下含水层高斯渗透系数场；将N个地下含水层高斯渗透系数场分别代入地下水污染物运移模型的功能函数中计算响应值；将响应值按照升序排列得到种子样本和阈值；将种子样本作为每一条马尔科夫链的初始样本，根据预条件克兰克尼科尔森技术生成候选样本；判断候选样本是否在失效阈内，接受落在失效阈的候选样本，拒绝落在失效阈外的候选样本；重复马尔可夫链采样和排序过程，直到阈值小于0则终止采样，根据所采样本计算失效概率。本方法在处理高维地下水污染小失效概率问题时，比传统的蒙特卡罗模拟和子集模拟效率更高，结果更稳定。
G01N21/31  ,一种消除光谱波长偏移干扰的浓度反演方法 [发明],本申请涉及一种消除光谱波长偏移干扰的浓度反演方法。该方法针对因数据点的波长偏移而失真的样品光谱，基于非线性最小二乘原理，创造同时分析浓度结果和波长偏移量的最优校正模型，减小现有化学计量模型分析中因波长偏移而带来的分析误差。同时由于本申请的方法能直接对偏移的光谱进行分析，无需事先进行波长校准，规避了现有技术方案误差大、成本高等问题。
G01N23/2273  ,一种真空热处理过程中提高高强度不锈钢表面质量的分析方法 [发明],本发明涉及不锈钢热处理技术领域，具体涉及一种在真空热处理过程中提高高强度不锈钢表面质量的方法。一种真空热处理过程中提高高强度不锈钢表面质量的分析方法，包括以下步骤：步骤1：对出现真空时效缺陷的样品进行测试，分析真空时效缺陷形成机理；步骤2：对虚拟真空热处理炉炉温均匀性进行计算机数值模拟计算；步骤3：对加热过程温度场进行计算机数值模拟计算；步骤4：确定获取优化的真空时效工艺参数。本发明具有如下优点：1、对提升真空热处理设备利用效率和工件质量有重要帮助；还可推广到淬火、固溶等多种真空热处理工艺；2、解决了高强不锈钢在采用强化热处理过程出现的等时效缺陷；3、使工件表面光亮，无发蓝/发黑等表面缺陷。
G16C20/70  ,一种基于底栖硅藻的水生态环境质量评价方法 [发明],本发明公开了一种基于底栖硅藻的水生态环境质量评价方法，其包括以下步骤：获取目标流域底栖硅藻群落数据；获取不同环境影响因素中的候选参数；对目标流域底栖硅藻群落数据进行聚类分析；基于不同环境影响因素中的候选参数，计算各聚类结果的水质等级得分；计算物种敏感值；计算物种的集中程度对应的指示值；根据物种敏感值和物种的集中程度对应的指示值获取目标流域硅藻指数，完成基于底栖硅藻的水生态环境质量评价。本发明从指标筛选到物种指示值计算的所有过程均采用定量分析方法，避免了主观影响，提高了硅藻指数构建的科学性和规范性，提高了水生态环境质量评价效果的可靠性，适用于较大流域，有利于水生态环境质量监测与评价工作的开展。
G06F30/23  ,一种波纹管结构优化方法、装置、设备及介质 [发明],本发明公开了一种波纹管结构优化方法、装置、设备及介质。该方法包括：确定与波纹管相对应的多组结构数据，并基于多组结构数据，确定初始结构数据；基于多组结构数据以及初始结构数据，确定试验结构数据；基于当前初始结构数据和试验结构数据，确定待使用结构数据，并将待使用结构数据作为当前初始结构数据，重新执行确定试验结构数据以及确定待使用结构数据的操作；基于待使用结构数据，确定与波纹管相对应的目标结构数据。解决了现有技术中基于弯曲刚度指评估波纹管结构，进行波纹管结构优化，导致结构优化效果差的问题，实现提高波纹管结构数据选取的质量，提高波纹管结构优化效果，从而达到提高电网运行的安全性和稳定性的效果。
G16C10/00  ,基于酶反应的酶动力学参数预测方法、装置、设备及介质 [发明],本申请公开了基于酶反应的酶动力学参数预测方法、装置、设备及介质，涉及蛋白质技术领域，包括：获取反应底物、生物酶序列和基于生物酶序列和反应底物的催化反应后产生的催化产物；将与反应底物对应的底物数据、生物酶序列和与催化产物对应的产物数据输入至目标酶动力学参数预测模型，以提取底物数据和产物数据的反应特征信息以及提取生物酶序列的序列特征信息；通过目标酶动力学参数预测模型并基于反应特征信息和序列特征信息进行酶动力学参数预测。通过该目标酶动力学参数预测模型提取生物序列的序列特征信息和反应特征信息，基于二者进行酶动力学参数预测，捕捉反应的动态特征和底物转化过程中的关键信息，预测准确的酶动力学参数。
G16C20/50  ,基于多目标优化的含能材料的人工智能设计方法 [发明],本发明公开了基于多目标优化的含能材料的人工智能设计方法，构建含能材料数据集；构建基于深度学习的含能分子生成模型，使用含能分子生成模型生成新含能分子搜索空间；构建并训练含能材料的爆热预测模型和键离解能预测模型；基于爆热预测模型和键离解能预测模型结合二维改进概率方法对搜索空间的分子进行多目标优化；对筛选出的分子进行量化计算验证含能材料多目标优化工作框架的有效性。本发明针对含能材料体系的小样本训练及矛盾性质优化问题，成功构建了一个高效的含能分子设计框架，能快速从未探索的广阔化学空间中筛选兼顾能量及安全要求的含能候选分子。
G16C60/00  ,获取设计许用值的方法、装置、电子设备及存储介质 [发明],本申请公开了一种获取设计许用值的方法、装置、电子设备及存储介质，该方法中，获取多组试样对，多组试样对中每组试样对包括第一试样和第二试样；在室温温度下对多组试样对中第一试样进行拉伸试验，获得多组第一性能参数；在目标温度下对多组试样对中第二试样进行拉伸试验，获得多组第二性能参数；根据多组第一性能参数和多组第二性能参数对应匹配获得多组配对比值；根据多组配对比值以及多组配对比值的置信下限计算减缩比；根据减缩比以及室温温度下的室温强度设计许用值，获取目标温度下的目标强度设计许用值。如此，本申请实施例无需对大量试样进行试验，通过简便的计算方法即可获得目标温度下的设计许用值，提高了计算效率。
G06F30/398  ,一种适用于高速印制板的基材性能评估方法 [发明],本发明涉及一种适用于高速印制板的基材性能评估方法，包括如下步骤：创建基材数据库；获取第一输入信息，第一输入信息包括玻纤网格规格、铜箔粗糙度；输出多组基材材料组合；获取第二输入信息；筛选出满足预设值的基材材料组合；得到仿真模型，采用信号仿真对仿真模型进行仿真，输出对应的仿真结果；将所述仿真结果与对应的协议标准要求进行对比，得到对应的仿真裕量参数，从而得到仿真模型信息；获取影响因子；根据所述影响因子，输出各组满足预设值的基材材料组合对应的评估结果。能够更好地对基材的性能进行评估，从而使得根据评估结果筛选出的基材更适用于高速印制板，有效提高制板成功率，缩短制板时间，降低制板成本。
G16C60/00  ,材料变形破裂的热力耦合各向异性晶格弹簧模型仿真方法 [发明],本发明涉及数值仿真技术领域，具体涉及一种材料变形破裂的热力耦合各向异性晶格弹簧模型(TM‑ALSM)仿真方法，包括离散介质为晶格颗粒和弹簧键且对应配置热容器和传热管构建仿真模型，并初始化数据结构；计算和配置所述仿真模型物理参数、本构参数和边界条件；循环求解仿真模型，包括计算温度、计算热功率、更新状态、计算位移和应变、累积变形和内力、判别失效并记录断裂；实施结束条件判断并继续或终止仿真模型循环求解。相比现有晶格弹簧模型，本发明严格推导了传热管热导率与介质宏观热导率、弹簧键热膨胀系数与介质宏观热膨胀系数匹配的关系式，克服了各向同性热导率和热膨胀系数表达层状岩石复杂各向异性热传导和热变形不准确的问题。
G06F30/13  ,基于可靠度的海底沉管隧道耐久性分析方法和装置 [发明],本申请提供一种基于可靠度的海底沉管隧道耐久性分析方法和装置。该方法包括：获取目标海底沉管隧道的海洋环境参数和隧道损伤参数，海洋环境参数包括海水氯盐浓度，隧道损伤参数包括裂缝长度、裂缝宽度、裂缝数量和起裂时间；根据与海水氯盐浓度、裂缝长度、裂缝宽度、裂缝数量和起裂时间相关的预设钢筋表面氯离子浓度计算模型，建立针对目标海底沉管隧道的目标钢筋表面氯离子浓度计算模型；基于可靠度理论和目标钢筋表面氯离子浓度计算模型，计算目标海底沉管隧道的耐久性失效概率和可靠性指标。本申请能够得到全面且准确的海底沉管隧道的耐久性分析结果。
G01N27/64  ,金属-金属氧化物核壳纳米材料的可控制备方法及其应用 [发明],本发明公开了一种金属‑金属氧化物核壳纳米材料的可控制备方法及其应用，涉及血清代谢物检测技术领域。包括如下步骤：步骤1、利用种子生长合成方法制备金纳米粒子；步骤2、依次在金纳米粒子上涂覆SiO＆lt;subgt;2＆lt;/subgt;层和ZrO＆lt;subgt;2＆lt;/subgt;层，得到Au@SiO＆lt;subgt;2＆lt;/subgt;@ZrO＆lt;subgt;2＆lt;/subgt;核壳复合材料；步骤3、将所得到的Au@SiO＆lt;subgt;2＆lt;/subgt;@ZrO＆lt;subgt;2＆lt;/subgt;核壳复合材料分别在不同温度条件下煅烧，获得不同晶型结构的核壳纳米材料。本发明设计并合成了参数可调的复合纳米核壳材料Au@SiO＆lt;subgt;2＆lt;/subgt;@ZrO＆lt;subgt;2＆lt;/subgt;，复合杂化纳米材料融合各组分单一材料的优点如更优异的光电性能，对质谱检测的提升达到1+1大于2的效果，显著提高LDI‑MS小分子检测性能，解决了单一结构的纳米基质材料作为LDI‑MS基质在复杂生物样本中无法实现代谢物的高性能检测的问题。
G16C10/00  ,一种酶动力学参数预测方法、装置、设备及介质 [发明],本申请公开了一种酶动力学参数预测方法、装置、设备及介质，涉及生物酶技术领域，包括：确定待预测生物酶和与基于序列表示的待反应底物；将待预测生物酶和和待反应底物输入至预设酶动力学参数预测模型，以便预设酶动力学参数预测模型中的信息提取层分别提取待预测生物酶的酶序列特征信息和待反应底物的底物特征信息；通过预设酶动力学参数预测模型中的信息提取层将酶序列特征信息及底物特征信息发送至预设酶动力学参数预测模型中的信息处理层，获取待预测特征信息，基于待预测特征信息预测待预测生物酶的酶动力学参数。通过提取待反应底物的基于序列表示的底物特征信息，减少了输入错误造成的影响，从而能够更准确地预测酶动力学参数。
G06F18/20  ,一种拉曼光谱逻辑化数据分析方法及装置 [发明],本申请提出了一种拉曼光谱逻辑化数据分析方法及装置，该方法包括：采集多种类别待测样品的原始拉曼光谱；对原始拉曼光谱进行数据预处理，得到标准化拉曼光谱；基于多元统计分析和单变量统计分析方法，提取不同类别样品的标准化拉曼光谱间的显著性差异变量特征；建立反应显著性差异变量特征与标准化拉曼光谱对应关系的关系谱图，根据关系谱图确定差异性拉曼峰及其特征变化；将差异性拉曼峰及其特征变化的原因与分子振动模式对应，确定差异性物质分子及其物理化学性质变化。基于本申请提出的方案，突破了现有拉曼数据分析多限于数学分析层面、缺乏物质逻辑性的限制，可以有效提炼不同类型样品的特征信息，揭示导致样品类型差异的根本物质原因。
