IPC主分类,发明名称,摘要
G06F16/22  ,一种数字化健康数据库优化存储检索方法 [发明],本发明涉及数据库优化存储技术领域，具体涉及一种数字化健康数据库优化存储检索方法，该方法包括：获取各用户的用户健康数据；根据用户健康数据的基本数据、健康表现数据以及每天的查询次数获取用户健康数据每天的热度指数；将每天所有热度指数聚类，基于聚类结果得到各用户健康数据的热度指数的类别值；根据用户健康数据每天的查询趋势以及查询次数波动情况获取用户健康数据每天的查询次数修正值；根据用户健康数据的每天的查询次数修正值、热度指数以及对应类别值获取用户健康数据每天的检索权重；根据各用户的用户健康数据在每天的检索权重以及热度指数，重新调整每天的B+树结构。本发明旨在提升了冷热数据的检索速度。
G16H30/40  ,一种图像处理模型的训练方法及装置 [发明],本发明涉及图像处理技术领域，公开了一种图像处理模型的训练方法及装置，该方法包括：确定预设的参照图像，并确定参照图像对应的第一掩码信息；将参照图像及第一掩码信息输入至基础图像处理模型中进行分析，得到图像重建结果；根据参照图像及图像重建结果，确定图像处理损失结果；根据图像处理损失结果，对基础图像处理模型执行模型优化操作，得到训练至收敛的图像处理模型。可见，本发明能够提高图像处理模型训练方式的全面性和合理性，进而提高图像处理模型的训练收敛准确性和及时性，以及提高图像处理模型的优化准确性和可靠性，从而提高图像处理模型的图像处理准确性和效率，进一步提高图像处理结果的准确性和可靠性。
G16H50/30  ,一种基于多维度因素的抑郁情绪评测方法 [发明],本发明涉及抑郁情绪评测技术领域，具体公开了一种基于多维度因素的抑郁情绪评测方法，包括：获取待测用户的评测样本，所述评测样本包括自我报告量表集、行为参数集、认知参数集、生理参数集；预处理评测样本，获得样本特征矩阵，所述样本特征矩阵包括自我报告矩阵、行为矩阵、认知矩阵、生理矩阵；基于循环神经网络，根据所述自我报告矩阵、所述行为矩阵、所述认知矩阵、所述生理矩阵确定所述待测用户的抑郁情绪程度。本发明能够从生理、行为、认知三方面综合分析用户的抑郁情绪等级，提高了抑郁情绪评测的准确度。
G16H10/20  ,一种基于人工智能知识库的放疗临床辅助决策方法及系统 [发明],本发明公开了一种基于人工智能知识库的放疗临床辅助决策方法及系统，该方法包括：获取患者现有的组学信息；根据NLP技术，提取与肿瘤特性相关的关键信息，将提取的关键信息进行多模态数据处理，并拆分为训练集和测试集，对监督学习算法训练模型进行训练和优化，输出目标监督学习算法训练模型；将目标患者现有的关键信息输入至目标监督学习算法训练模型，得到目标患者进行不同放射治疗方案的受益评估结果，根据目标患者的受益评估结果以及与肿瘤诊断相关的特定信息，得到放射治疗方案的推荐方案。本发明集成人工智能NLP技术和多模态处理技术，通过患者的组学信息得到放射治疗方案的推荐方案，从而对放疗计划作出辅助决策。
G16H50/20  ,一种网络化MDT多学科的远程会诊车系统 [发明],本发明涉及网络化MDT多学科技术领域，公开了一种网络化MDT多学科的远程会诊车系统，包括：采集模块，获取到远程会诊车的会诊数据；分析模块，基于远程会诊时间，对会诊数据进行分析，得到会诊信号；处理模块，基于会诊信号，进行交叉分析，判断当前紧急程度；规划模块，获取到行驶路径，计算得到预估的到达时间，救援模块，基于到达时间TD，以及根据会诊难度大信号，对当前会诊车的行驶进行调控救援；本发明将对行驶路径与会诊紧急程度进行分析判断，将会诊车的会诊情况与外部行驶环境情况相结合，有效提高会诊车的会诊治疗的高效性。
G06F16/35  ,一种中文电子病历实体识别与四诊分类的抽取方法及模型 [发明],本发明公开了一种中文电子病历实体识别与四诊分类的抽取方法及模型。本发明提供的方法至少包括：对中医临床电子病历数据进行分词，以获取训练数据；将训练数据输入抽取模型进行训练；将中医临床电子病历数据输入训练后的抽取模型得到电子病历的实体识别结果与四诊分类结果。抽取模型为配置有自注意力机制的循环交互网络的神经网络模型，其至少包括将电子病历数据的分词结果映射为字符嵌入特征向量和上下文卷积特征向量并将字符嵌入特征向量和上下文卷积特征向量混合生成向量矩阵的混合嵌入层。本发明将中文电子病历实体识别任务和四诊分类任务联合执行，采用字符级卷积特征提取，融合自注意力机制，有效避免中文字符精确匹配任务的误差。
G16H50/70  ,一种医学影像检查结果分析方法及装置 [发明],本发明公开了一种医学影像检查结果分析方法及装置，通过深度学习技术、构建改进Trie树和微调后的疾病名称提取模型分别识别出第一类疾病分析实体、第二类疾病分析实体和第三类疾病分析实体，最终将三种结果进行融合后，再根据疾病语料库映射到ICD编码中，通过查询疾病专业知识库中的ICD编码，从而返回对应的疾病专业知识，解决了患者并不能很好的从检查结果中获取到更多关于疾病的信息的问题，帮助患者更好的了解自身病情，理性看待病情，有利于患者协助医生做出有针对性的诊疗，提高诊疗效率。
G06Q10/04  ,一种血液库存动态预警方法及系统 [发明],本发明涉及一种血液库存动态预警方法及系统，通过血库的历史使用数据来建立血库的血液用量预测模型，并通过血液用量预测模型来建立血库的动态预警线。从而对血库在不同时间的库存进行动态预警。此外，本申请还通过血库的位置信息和动态预警线来建立血库预警地图。血库预警地图中将可以满足调配条件的血库进行关联标注，然后在血库预警地图中直观地展示各血库的预警信息，还可以直接寻找血液调配可能。十分利于血库的日常维护和使用。
G06V10/26  ,一种面向医疗视频中区域遮挡的医护行为识别方法 [发明],本发明提供一种面向医疗视频中区域遮挡的医护行为识别方法，涉及视频识别技术领域，包括：获取医护视频，利用预训练的检测器对医护视频进行主体检测，得到医护主体轨迹；在医护视频的第一帧中，通过约束条件在背景区域中获得伪遮挡补丁，将伪遮挡补丁粘贴至医护主体上；对于医护视频的剩余帧，根据医护主体轨迹添加时间轨迹，得到带有伪遮挡补丁的医护主体轨迹；令静态分支数据和动态分支数据进行互学习，并训练医护识别网络，得到医护识别模型；获取新的医护视频，利用医护识别模型对新的医护视频进行识别，得到医护主体及医护主体行为轨迹。本发明能够解决医护人员或患者行为主体运动时产生的区域遮挡问题。
A61B5/00  ,基于图像的非肌层浸润性膀胱癌复发率预测方法和系统 [发明],本发明提供的一种基于图像的非肌层浸润性膀胱癌复发率预测方法和系统，本发明涉及非肌层浸润性膀胱癌技术领域，该方法包括使用肌层浸润判断模型判断病人是否为非肌层浸润性膀胱癌；基于图神经网络模型对两个节点和两个节点之间的一条边进行处理确定手术方式、肿瘤侵袭程度、肿瘤扩散程度、肿瘤活跃程度、肿瘤健康影响程度；基于手术方式、肿瘤侵袭程度、肿瘤扩散程度、肿瘤活跃程度、肿瘤健康影响程度确定非肌层浸润性膀胱癌的第一复发率；使用第二复发率确定模型确定非肌层浸润性膀胱癌的第二复发率；基于非肌层浸润性膀胱癌的第一复发率和第二复发率确定复发率。该方法能够准确确定非肌层浸润性膀胱癌的复发率。
G16H30/40  ,一种自动添加书签的方法、系统、电子设备及存储介质 [发明],本发明提供一种自动添加书签的方法、系统、电子设备及存储介质，在回撤过程中，当采集到单帧图像时，通过预训练的特征识别模型对单帧图像进行特征识别，得到单帧图像的特征识别结果，直至回撤结束，得到多个单帧图像的特征识别结果；根据多个单帧图像的采集顺序及其特征识别结果生成特征识别结果数据集；从特征识别结果数据集中确定特征类别相同的多个特征；对特征类别相同的多个特征进行分析，得到特征类别的分析结果；根据各个特征类别的分析结果中与预先设置的目标特征类别匹配的目标分析结果，从各个单帧图像中确定兴趣帧图像；在兴趣帧图像对应的序号上添加对应的书签，以便用户通过书签查看对应的兴趣帧图像。
G16H40/20  ,一种智慧药房进出药管理系统 [发明],本发明涉及药房进出药管理技术领域，具体涉及一种智慧药房进出药管理系统。该系统包括存储器和处理器，所述处理器执行所述存储器存储的计算机程序，以实现如下步骤：获取智慧药房系统中待检测药品数据，若待检测药品数据不满足预设数据范围，则判定待检测药品数据为疑似异常药品数据，对每个维度的数据分类获得每个维度的多个类别；根据不同维度下的每两个类别中数据的相似情况和数据对应的频率，得到对应两个类别的共现评价值，筛选高频属性对，进而构建图结构；基于格里‑纽曼算法和共现评价值对图结构进行处理，进而判断疑似异常数据是否为异常数据。本发明提高了智慧药房进出药异常数据检测结果的准确度。
G16H50/20  ,一种基于场景融合和mr的MDT远程会诊系统及方法 [发明],本发明属于远程会诊技术领域，本发明提供了一种基于场景融合和mr的MDT远程会诊系统及方法，包括：采集患者的数据信息，计算其三维数据与病史资料信息之间的误差程度，对三维模型是否进行精细化重建进行判定，再次获得其患者的三维数据，并与虚拟现实等技术进行融合，构建一个基于场景融合的远程会诊环境，将患者的数据信息和医生的诊断结果等信息传输到远程会诊中心，并将最终的会诊结果传输至医院的系统终端，医院根据会诊结果对患者进行治疗，本发明一方面实现了虚拟技术与多学科会诊的融合，提高了诊断效率，降低医疗成本，另一方面，通过对患者的三维模型的重建，能够使患者的病情诊断更加精确以及对患者的治疗更加具有针对性。
G06F11/34  ,一种基于大数据的医疗数据高速检索系统及方法 [发明],本发明涉及数据检索技术领域，具体为一种基于大数据的医疗数据高速检索系统及方法，包括：将采集到的医疗检索路径设为对应各类医疗数据的标准检索路径，采集操作记录集；生成实际检索路径；获取各医疗检索页面的时间长度，将各医疗检索页面的时间长度和时间对照值得到各医疗检索页面的检索状态值，并构建状态变化曲线，则根据状态变化曲线分析实际检索路径的状态异常概率；根据实际检索路径的状态异常概率和检索精准程度构建目标用户在当前设定时间段内对医疗检索平台的熟练度模型；根据目标用户对医疗检索平台的熟练度值自适应反馈相关负责人员，更好的为患者提供医疗服务。
G06F16/35  ,一种基于预训练语言模型的ICD自动编码方法 [发明],本发明实施例中提供了一种基于预训练语言模型的ICD自动编码方法，属于数据处理技术领域，具体包括：构建ICD自动编码数据集；形成映射集；构造前缀树，结合前缀树形成LEDT模型；将ICD自动编码数据集分为训练集和验证集；分别将训练集和验证集中的临床文本和其对应的ICD代码分割；利用seq2seq训练数据集训练LEDT模型；将待编码数据集中的输入文本输入目标模型，并在目标模型的解码生成过程中，使用前缀树对生成的字符进行限制，同时使用集束算法保留输出得分最高的k个预测描述，最终利用映射集将输出的k个预测描述转换为对应的ICD代码作为预测输出。通过本发明的方案，提高了编码效率、精准度和适应性。
G16H20/40  ,基于等剂量线的并发症发生概率确定装置及电子设备 [发明],本申请公开了一种基于等剂量线的并发症发生概率确定装置及电子设备。其中，该装置包括：获取单元，用于获取第一对象基于N个等剂量线对应的N个等剂量线分布影像以及第二对象基于N个等剂量线对应的N个等剂量线分布影像；相似度比较单元，用于比较第一对象的N个等剂量线分布影像和第二对象的N个等剂量线分布影像中对应相同等剂量值的每两个等剂量线分布影像的相似度；处理单元，用于将相似度小于预设阈值的每两个等剂量线分布影像作为目标影像组合；确定单元，用于根据目标影像组合确定目标对象发生并发症的概率。本申请解决了现有技术中无法通过不同患者的等剂量线间的差异信息预测患者在接受放射治疗后是否会发生并发症的技术问题。
G16H50/20  ,一种用于整合神经损伤数据的综合分析系统 [发明],本发明公开了一种用于整合神经损伤数据的综合分析系统，包括采集模块、数据字典模块和综合分析模块，能够先对检测点进行检测，得到正确的检测点在开始收集数据，并且对收集的数据再次进行检测，得到标准数据，保证获取到正确的数据，然后对标准数据进行检测是否异常，最后再检测标准数据的异常指标，在进行检测标准数据异常情况时，可以依据检测情况进行判断是否需要执行下一步操作，即进行异常指标检测，提高了检测效率，并且在最后能得出标准数据中出现的异常指标，提高了神经损伤检测的效率和准确性。通过深度神经网络多维度的数据特征提取，能够快速定位到出现损失位置，进一步分析出现神经损伤的原因，提高了神经损伤检测的效率和准确性。
G16H40/20  ,一种基于区块链的医养结合健康管理系统及方法 [发明],本申请公开了一种基于区块链的医养结合健康管理系统及方法，涉及医疗系统技术领域。包括医院机构或疗养机构通过授权后加入或退出区块链，医院机构和疗养机构组成医养联盟；同步医养联盟内机构的地址以及资源总量和资源剩余量，实现资源协调操作，使得资源得到充分利用；建立可信数字身份，对患者及医护人员完成认证后发放与个人生物信息绑定的数字医养卡，个人的医养数据同步；患者通过将数字医养卡对医护人员授权后进行就诊，就诊后患者可根据医养联盟中当前资源剩余量选择后续治疗或调养的机构，从而选择适宜自身疾病的机构，医护人员对数字医养卡内的个人医养数据进行添加和变更时，实现数据变动全程可追溯。
G16H40/20  ,耗材供应链透明化管理方法和耗材供应链透明化平台 [发明],本发明提供一种耗材供应链透明化管理方法和耗材供应链透明化平台，涉及智能医疗技术领域。所述方法包括：构建区块链，将医用耗材在供应链上的各个流转节点node加入区块链；构建智能合约并发布至区块链上，其中智能合约中包含对各个流转节点node的耗材质量监督规则和链上权限；医用耗材流转至当前的流转节点node之时，由当前的流转节点node实时上报医用耗材的耗材流转信息至区块链上；通过智能合约对耗材流转信息进行审核，判断是否通过质量审核：若通过，则放行当前的流转节点node；反之向当前的流转节点node发出质量监督警告。本发明可实现对医用耗材质量的全面监控，提高监管效率。
A61B3/032  ,视力检测方法、头戴式显示设备和计算机可读介质 [发明],本公开的实施例公开了视力检测方法、头戴式显示设备和计算机可读介质。该方法的一具体实施方式包括：响应于头戴式显示设备对应目标屈光度，执行视力测试操作；根据第一视力测试结果，进行屈光度调整提示；响应于屈光度调整完成，执行眼部动态训练操作；响应于执行完毕，根据目标屈光度，进行屈光度调整提示；响应于头戴式显示设备对应目标屈光度，执行视力测试操作；显示第一视力测试结果、第二视力测试结果和动态训练准确率。该实施方式缓解了视力训练时观看模糊导致的视力下降，可通过视力训练获知用户的真实训练效果；此外，眼部动态训练操作包括交互类的动态训练和播放具有缓解视疲劳的视频时，可促进眼脑协同，整体上提升视疲劳缓解的效果。
G06N5/022  ,一种医学科研知识图谱构建与智能检索方法及系统 [发明],本发明涉及医学科研技术领域，尤其涉及一种医学科研知识图谱构建与智能检索方法及系统。所述方法包括以下步骤：获取医学科研数据；根据医学科研数据得到内容领域主题交叠数据、医学科研实体数据以及内容领域主题交叠数据；根据领域概念主题数据以及内容领域主题交叠数据进行知识图谱构建，从而获得内容领域知识图谱；根据医学科研实体数据对内容领域知识图谱进行检索地址设计，生成实体内容检索地址；对实体内容检索地址进行地址生成规则编码，生成检索地址规则编码数据；通过检索地址规则编码数据对内容领域知识图谱进行数据存储，以执行知识图谱智能检索。本发明通过对医学科研知识图谱构建与检索方法的优化，使得医学科研检索速度更加迅捷。
G16H10/20  ,QSM与脑萎缩、脑连接组关联的跨模态方法及装置 [发明],本发明公开QSM与脑萎缩、脑连接组关联的跨模态方法及装置，能够揭示AD患者网络拓扑、皮质厚度和QSM信号之间复杂的关系。其包括：（1）获取受试者的T1加权解剖图像；（2）获取QSM图像；（3）获取dMRI数据；（4）获取rs‑fMRI数据；（5）构建结构脑网络、功能脑网络；（6）脑网络分析：对节点全局效率、节点局部效率、模块参与系数进行计算；（7）统计分析：进行双侧t检验，以比较HC和AD组在所有BNA图谱区域的皮层厚度、亚皮层体积和QSM值。
G16H50/20  ,一种基于大数据的神经移植方案推荐方法及系统 [发明],本发明公开了一种基于大数据的神经移植方案推荐方法及系统。采用神经移植物在培养过程中的图像，获取神经移植物的结构。在将这些图像以3张为总和构建一个三维图像。三维图像相比于二维图像获取了更多的神经束在时间点的变化情况，并且获取更多检测神经类别的训练数据。通过教师学生模型以小部分的标注数据，无监督的采用大部分无标注的数据训练神经学生模型。神经学生模型以两个修改的时间卷积网络为基础，以三维图像获取其特征，以图像之间的关系和特征之间的变化关系，共同判断神经类别。达到了准确选择神经移植方案方法的技术效果。
A61N1/08  ,电极片运行控制方法、肿瘤电场治疗仪及存储介质 [发明],本申请提供一种电极片运行控制方法、肿瘤电场治疗仪及存储介质，电极片运行控制方法包括：基于肿瘤患者的医学检测数据，确定肿瘤在病症部位中的病灶位置；构建坐标系，根据病灶位置确定肿瘤在坐标系下的坐标分区；根据坐标分区、及提供交变电场的第一电极片阵列和第二电极片阵列在病症部位分别产生的电场有效作用区域在坐标系中的坐标区域，确定肿瘤所属目标分区；根据交变电场的周期总运行时长、目标分区相对于中心区域的偏移值以及交变运行方案数量计算运行时间增值，基于目标分区相对于中心区域的偏移方位以及运行时间增值，分别调整第一电极片阵列在周期总运行时间内的第一运行时长、及第二电极片阵列在周期总运行时间内的第二运行时长。
G16H20/10  ,内分泌病人长期用药跟踪系统及管理方法 [发明],本发明涉及一种内分泌病人长期用药跟踪系统及管理方法，涉及药品管理技术领域，该系统包括：第一终端以及药品管理设备；第一终端包括综合分析模块；综合分析模块包括：账户子单元用于获取并存储内分泌病人的病历信息；扫描子单元用于采集内分泌病人所使用的药品的说明书，生成图像数据；分析子单元用于从图像数据中提取关键信息；操作子单元用于将内分泌病人的病历信息以及关键信息发送至药品管理设备；药品管理设备的控制板用于基于关键信息，自动提醒内分泌病人用药以及记录内分泌病人的用药情况。通过该方式，可以提高内分泌病人用药的便捷性，并准确记录内分泌病人的用药情况。
A61B5/1455  ,肌肉组织血氧相关参数的检测方法、装置、系统和介质 [发明],本发明涉及一种肌肉组织血氧相关参数的检测方法、装置、系统和介质。包括与待检测肌肉组织相关联地确定包括深度分辨率在内的分辨率分布参数；基于分辨率分布参数确定光源‑光源探测器网络的稀疏程度；基于稀疏程度布置包含具有第一探头尺寸的光源‑光源探测器网络，光源‑光源探测器之间具有不同间距，光源与多个光源探测器之间探测通道存在不同方向；基于深度分辨率在光源和光源探测器之间布置成对的第二探头尺寸的光源和光源探测器，并利用具有不同探头尺寸的光源‑光源探测器网络进行血氧相关参数检测。本发明能够根据血氧检测的分辨率要求按需构建具有对应稀疏程度的光源‑光源探测器网络，并通过调节探头尺寸来满足深度分辨率的要求。
G06F18/241  ,一种基于神经网络的药物筛选方法及装置 [发明],本发明涉及一种基于神经网络的药物筛选方法及装置，包括：构建MERS病毒和SARS病毒的药物筛选网络模型；分别对MERS病毒和SARS病毒的药物筛选网络模型进行训练；将完成训练后的MERS病毒和SARS病毒的药物筛选网络模型进行合并，并增加神经网络的卷积层和连接层，构建新冠病毒的药物筛选网络模型；对新冠病毒的药物筛选网络模型进行训练；利用训练完成的新冠病毒的药物筛选网络模型筛选出新冠病毒的药物；MERS与SARS2具有相似的临床表征，SARS1和SARS2具有高相似的致病机理；其后在两类模型的基础之上进行微调使其既符合生化研究路线，又保证了数学逻辑推理的正确性。
H04L67/12  ,一种慢性病远程监测系统 [发明],本发明提供了一种慢性病远程监测系统，包括路由器、接入节点和末端节点，末端节点包括感知节点和用户节点；用户节点定期向接入节点发送请求消息以监测感知节点采集的数据，接收到请求消息的接入节点将该请求消息中的节点名加入到自己的节点名集合中，若自己的路由器表项的域名不等于该请求消息中节点名的域名，则发送远程消息，该远程消息的节点名等于该请求消息中的节点名，簇名集合等于该接入节点的路由器表项的簇名集合；接收到请求消息的接入节点的簇名如果等于该请求消息中节点名的簇名，且不存在一个移动表项，则转发该请求消息。医护人员通过该系统不受时间和地理位置限制，可以实时监测老年患者病情，进行在线问诊。
G16H50/50  ,器官耐受剂量的确定装置、电子设备及存储介质 [发明],本申请公开了一种器官耐受剂量的确定装置、电子设备及存储介质。其中，器官耐受剂量的确定装置包括：获取单元，用于获取目标器官上的各个体素区域的绝对体积信息；第一处理单元，用于根据各个体素区域的绝对体积信息确定在目标器官发生并发症的概率小于或等于预设阈值的情况下各个体素区域能够接受的最大照射剂量；第二处理单元，用于将各个体素区域能够接受的最大照射剂量的总和作为目标器官对应的耐受剂量。本申请解决了现有技术中无法对不同患者的器官评估得到基于个体化的耐受剂量信息的技术问题。
G06Q40/08  ,一种基于投保的宠物识别理赔方法及相关装置 [发明],本发明涉及一种基于投保的宠物识别理赔方法及相关装置，所述方法包括：基于用户上传的当前宠物照片，获得宠物的当前身份特征，当前身份特征包括宠物的当前鼻纹特征和当前面部特征；基于当前身份特征，获得宠物的投保方案；基于当前身份特征和投保方案，获得理赔方案，将理赔方案发送至用户；响应于接收到的确认理赔指令，生成理赔确认信息，并将理赔确认信息发送至用户；若未接收到确认理赔指令，基于当前理赔方案和投保方案，获得更新理赔方案，并将更新理赔方案发送至用户。该方法通过根据宠物的当前身份特征和投保方案，向用户提供理赔方案，在用户确定接受理赔方案后，再进行理赔事宜。从而能够提高工作效率，提升用户体验。
G06F18/241  ,一种用于过敏原分析的辅助方法及系统 [发明],本申请提供了一种用于过敏原分析的辅助方法及系统，属于过敏原分析的领域，用于解决相关技术中过敏原分析准确性不佳的问题，在该方法及系统中，获取症状信息和多项可能过敏原的检测数据；根据所述症状信息确定每一可能过敏原的匹配度数据；根据匹配度数据对可能过敏原分类处理得到每一可能过敏原的二级数据，在结合二级数据和预获取的过敏可能性预测值计算可能过敏原的可能性分值。该方法及系统能够基于已知信息的综合考虑、较为准确的确定各个可能过敏原的可能性等级，从而为医生分析过敏原的工作提供有效辅助。
G06F9/48  ,高并发数据弱优先处理方法、装置、电子设备及存储介质 [发明],一种高并发数据弱优先处理方法、装置、电子设备及存储介质，方法包括：排队数据超过阈值时，设置延时；延时存在时，按排队顺序依次对各数据进行如下处理：判断当前计数值：若计数值小于等于0，则使计数值加1后进行优先等级一致性判断；若计数值大于0，则判断当前数据的优先等级是否优于或等于当前记录器中记录的优先等级，若并不优于，则重新进行排队，若优于或等于，则使计数值加1后进行优先等级一致性判断；判断优先等级为一致时，进行业务处理；不一致时，修改记录器后再进行业务处理；业务处理后使计数器的计数值减1。本发明在高并发且资源有限时，优先处理紧急数据，保持其他数据实时性，减少紧急数据的等待，避免其他数据一直等待。
G16H20/40  ,用于放射治疗的数据处理系统及方法 [发明],本申请公开了一种用于放射治疗的数据处理系统及方法，涉及放射治疗领域，其首先获取患者表面图像和初始肿瘤位置图像，接着提取所述患者表面图像的患者表面状态特征以得到患者表面状态特征图，然后将所述患者表面状态特征图通过感受野聚焦模块以得到局部信息聚焦患者表面状态特征图，接着对所述局部信息聚焦患者表面状态特征图进行图像重构以得到重构肿瘤位置图像，然后提取所述重构肿瘤位置图像和所述初始肿瘤位置图像的图像语义差异以得到语义交叉差异度量系数，最后基于所述语义交叉差异度量系数和预定阈值之间的比较，确定所述初始肿瘤位置图像与所述重构肿瘤位置图像的偏离度是否超过预定阈值。
G06F40/189  ,病历章节重配置方法、系统、终端及存储介质 [发明],本发明属于数据处理技术领域，具体提供一种病历章节重配置方法、系统、终端及存储介质，包括：对电子病历进行文字识别，并将文字识别内容按照段落进行分割，得到多个段落；利用关键词提取技术从段落中提取关键词，并基于关键词在段落中的位置为关键词生成权重；计算段落的关键词与预设的多个章节的关键词组的加权相似度；筛选出相似度最高的章节作为段落所属章节，并将所属章节相同的相邻段落组合为同一章节的章节内容；基于需要配置的章节和章节顺序，调取相应章节内容并将相应章节内容按照所述章节顺序排列，得到重配置病历。本发明实现了病历的整合和有效分析，能够满足多种查询需求。
G16H50/20  ,基于智能AI的慢性病患者管理系统及方法 [发明],"本申请公开了一种基于智能AI的慢性病患者管理系统及方法，涉及慢性病的智能管理领域,其将采集到的待检测支气管扩张患者的CT扫描图像、待检测支气管扩张患者的临床症状数据以及待检测支气管扩张患者的生活空气环境数据作为输入数据，然后通过深度学习技术分别对这些输入数据进行特征提取和分析，并结合这些特征得到用于表示待检测支气管扩张患者为轻度扩张、中度扩张或者重度扩张的分类结果。也就是，通过深度学习技术综合分析这些输入数据，可以更全面地了解到支气管扩张患者的病情和病情发展趋势。这样，根据分类结果，能够更全面地判断出患者支气管扩张的程度，以实现更精准和个性化的诊疗服务。"
G06F18/2321  ,一种用于骨科护理的智能数据处理系统 [发明],本发明公开了一种用于骨科护理的智能数据处理系统，系统包括：医疗数据采集模块、医疗数据处理模块、多方法聚类模块、加权合并主聚类模块和个性化骨科护理模块。本发明属于医疗数据处理技术领域，具体是指一种用于骨科护理的智能数据处理系统，本方案综合多种AHC方法进行聚类，引入衰减系数和子簇中实例数计算实例间的相似度，并删除子簇中的重复实例；通过计算主聚类的选择权重和相异权重得到综合权重，并考虑主聚类中子簇间的相似度以及子簇内部实例间的相似度，计算主聚类之间的平均相似度，合并主聚类并完成聚类模型的构建。
A61M21/02  ,一种针对年轻人的自助式自杀意念干预方法及系统 [发明],本发明公开了一种针对年轻人的自助式自杀意念干预方法及系统。该方法包括如下步骤：对用户进行自杀风险评估和心理状态评估；基于用户的自杀风险评估结果和心理状态评估结果，获取用户的当前自杀风险等级，若为高，则转为人工干预，反之，则输出自杀意念干预方案；其中，自杀意念干预方案由多个固定训练模块对应的辩证行为疗法结构化训练任务，以及多个可选训练模块对应的放松式训练任务共同组成；基于多个固定训练模块，引导用户按照顺序依次完成各辩证行为疗法结构化训练任务，并且，在用户完成辩证行为疗法结构化训练任务的过程中，可选地完成放松式训练任务，直至完成一个训练周期。
G16H50/80  ,基于大数据分析的结核病流行趋势预测系统 [发明],本发明涉及数据处理技术领域，尤其涉及一种基于大数据分析的结核病流行趋势预测系统。所述系统包括的模块具有以下功能：利用预设的网络爬虫程序对互联网上的结核病数据进行采集，生成标准结核病数据；根据标准结核病数据进行结核病数据的分布分析，生成结核病分布数据；根据结核病分布数据进行结核病转移概率的矩阵映射，生成结核病转移概率矩阵；获取结核病预测时间区间；基于结核病分布数据以及结核病转移概率矩阵构建多级结核病转移概率预测模型；将结核病预测时间区间传输至多级结核病预测模型进行结核病预测处理，生成结核病预测数据。本发明考虑结核病不同类型的转化关系以实现更精准地结核病流行趋势预测。
G16H10/60  ,糖尿病患者口腔状况综合管理信息系统 [发明],本发明公开了糖尿病患者口腔状况综合管理信息系统，涉及糖尿病患者口腔状况技术领域，为了解决对糖尿病患者口腔治疗方案制定不完善以及患者隐私存储不安全的问题。本发明将每个对应数据的数据差进行属性标签标注，从而有效的提高了不同口腔状况数据的标准对比数据的准确性，根据不同的评估范围制定不同的治疗方案，从而进一步提高了糖尿病患者口腔治疗管理的统一性和治疗的准确性，将重叠最多的方案曲线作为最终的治疗方案，从而更便捷的提高了口腔治疗方案制定的快捷性，将患者的就诊情况以及治疗方案进行加密存储进一步的提高了数据的安全性，保障了糖尿病患者口腔状况的隐私性。
G16H50/20  ,一种基于生物反馈的睡眠障碍治疗系统及方法 [发明],本发明公开了一种基于生物反馈的睡眠障碍治疗系统及方法，具体涉及生物反馈技术领域，包括生理数据监测模块、数据特征提取模块、数据综合分析模块、身体应激能力评估模块、睡眠障碍治疗方案匹配模块，以及反馈输出模块；通过采集用户的生理数据，对生理数据进行特征提取和综合分析，获取存在睡眠障碍的用户睡眠效率和深度睡眠效率；通过身体应激能力评估模块，能够准确、客观的评估用户身体整体的应激适应能力；通过睡眠障碍治疗方案匹配模块，预测用户所属的睡眠障碍类型，并根据用户的综合健康指数，匹配相应的治疗方案，实现个性化治疗，同时，通过反馈输出模块提供实时反馈，帮助用户调整睡眠习惯和改善睡眠质量。
G06F16/9035  ,基于相似儿童患者匹配的智能诊前自助开单方法及系统 [发明],本发明公开了基于相似儿童患者匹配的智能诊前自助开单方法及系统。该基于相似儿童患者匹配的智能诊前自助开单方法，包括以下步骤：根据相似儿童患者匹配相关数据计算得出相似儿童患者匹配评估系数数据，对智能诊前自助开单进行对应的调整。本发明通过相似儿童患者匹配相关数据计算得出相似儿童患者匹配评估系数数据，根据相似儿童患者匹配评估系数数据对智能诊前自助开单进行对应的调整，便于提供个体化诊疗服务、提高开单效率以及更合理地利用医疗资源，进而达到了提高基于相似儿童患者匹配的智能诊前自助开单的综合正确率的效果，解决了现有技术中存在不能有效提高基于相似儿童患者匹配的智能诊前自助开单的综合正确率的问题。
G16H30/40  ,基于多模态影像的脑胶质瘤病理可视化方法及装置 [发明],发明涉及基于多模态影像的脑胶质瘤病理可视化方法及装置，属于医学影像处理技术领域，方法包括：S1、获取脑胶质瘤影像集；S2、获取所述影像样本所示的脑胶质瘤的若干点位的组织病理检测结果标签，基于所述点位的坐标获取所述点位在影像样本中对应的点位区域；S3、对所述影像样本的多模态影像进行融合以获得融合特征嵌入；S4、将所述融合特征嵌入输入多任务预测模型进行预测分析，基于所述损失值对所述多任务预测模型进行训练；S5、通过训练得到的多任务预测模型进行预测；S6、基于影像序列中各影像的脑胶质瘤边框和所述脑胶质瘤边框中各点位区域的分子亚型和组织级别病理等级进行模型重建以获得脑胶质瘤的分子可视模型。
